subject,re_T6W30,pe_T6W30,l1_T6W30,l3_T6W30,lsc_T6W30,density_T6W30,y_true,y_pred
CDMS-8-4A-DJAVDA,-0.0007124245531321982,-0.001162567040616131,-1.4142135070536327e-05,-0.0003712981580995813,-0.00012279630790905556,0.0,8,7.998451003503363
CDMS-8-4A-DOSTR,-0.0008571634784689232,-0.0008519565271588312,-0.00015686466945481585,-0.0005218114166851336,-0.00041339717032734346,0.0,9,7.998033038436096
CDMS-8-4A-LGOPA,-0.0009016150760895091,-0.0014125170568594456,-5.9476721995909386e-05,-0.0007375042879826932,0.0,0.0,8,7.997723118555263
CDMS-8-4C-JDBUTU,-0.0009315397731939227,-0.0012210056641972986,-0.00016946213782821208,-0.00015463713504179633,-0.0005260688594882302,0.0,6,7.997831518128441
CDMS-9-4A-ACDUTR,0.0002002563212757972,0.000465412749331318,-0.00012557984282522613,-0.00017652057995582287,5.572117590067657e-05,0.0,7,8.001253521521917
CDMS-9-4A-CARGA,-0.00023346061319976172,0.000366663328907624,-6.751259800434888e-05,-0.0002300275655352145,0.00022469057594462326,0.0,8,8.000894584826304
CDMS-9-4A-CRAAG,-0.0011443308138484765,-0.0011687850061825845,-0.00010986666103158854,-0.0007650008310651598,-0.0005489567090415012,0.0,4,7.997097291677021
CDMS-9-4A-EROHI,9.362604065987164e-05,0.00043359842070999613,-0.00017866519479224402,8.326463585801734e-05,0.00027753327404704233,0.0,5,8.001543588874673
CDMS-9-4A-ILOSE,-0.0006458293630820612,-0.00019405342413187762,0.00014376550879544763,-0.00045589836357715486,9.083258760446671e-05,0.0,7,7.9997730486437995
CDMS-9-4A-TGAFR,-0.00097722667333669,-0.0012509762259477343,4.6989446246653663e-05,-0.0005514862996143291,-8.693733590638005e-05,0.0,6,7.998014594609632
CDMS-9-4C-SCAMO,0.0005390049528468312,0.0005573757999692932,6.728101245008356e-05,0.00041635080872991285,6.520780267713013e-05,0.0,2,8.002479452074864
CDMS-9-5A-ABERO,-0.0007239154569487979,-0.000821629335657995,-0.00013556910488352904,0.0006686417740471423,-0.0003779738157568338,0.0,8,7.999443785758991
CDMS-9-5A-PAGACO,6.562119938600714e-05,-3.5437947970571324e-05,-4.429446417640655e-05,0.000223302764162039,-6.51667825663853e-05,0.0,9,8.000978256467025
CDMS-9-5A-VVAAR,-0.0002561667295275871,-0.0006665945629622743,-1.9456858972797782e-05,-9.761221315087564e-05,0.00025407188883664716,0.0,11,8.000048473222414
CDMS-9-5C-JDMADE,-0.0008507219287980636,-0.0008767404454484175,-9.79014994776299e-05,0.0002695400633144257,0.00045662072212042723,0.0,12,7.999735028609901
CDMS-9-5C-LVIZAC,-0.00035591022556095823,-8.907065790981316e-05,-2.05784664283734e-05,-0.0005367532251075515,-0.0003949155557883178,0.0,8,7.999437003567396
CDMS-9-5C-MLOGO,-0.0004009737972579511,-8.544540304933432e-05,-0.00012228874420575403,-0.001215313212130977,-0.00030231800378335404,0.0,5,7.998707892537763
CDMS-9-5C-SCAAG,-9.27907343199527e-05,0.00014999207105738334,-1.064918636647149e-05,-0.0001471987830438575,0.00011730055949893631,0.0,9,8.000850885625017
CDMS-XX-10A-VGILO,0.00037570373011699704,0.000649932721529278,-0.00027876856252473126,0.00036961917754638326,9.141764230199316e-05,0.0,8,8.00204213640716
CDMS-XX-5C-MJSARU,0.0006225084877500291,0.00040488939414065806,5.3349026795116534e-05,0.00017266866412226609,0.00018858892805999623,0.0,9,8.002276236199059
CDMS-XX-5C-MPCAQU,-0.00019696725358323645,9.236667415903467e-05,0.00014076277315428615,-0.0005317895252435064,0.0001670112427959405,0.0,5,8.000505615609473
CDMS-XX-6A-MAGICA,0.000506268234604826,0.0005650335077142663,9.605732788193285e-05,0.0004135556657867314,0.00011491887986925544,0.0,7,8.002530065314048
CDMS-XX-6B-SPUCA,0.00030283394668398264,4.983083170522081e-06,0.00011743785353647354,9.298874966275979e-05,6.922909229968374e-05,0.0,10,8.001421704423544
CSO-10-4A-ICAPA,-0.00048099636048036455,-0.0005635044905934067,8.109595016116242e-05,-0.00020019331403788105,0.0,0.0,8,7.99967063348324
CSO-10-4A-KCOMO,-0.0008661778415733027,-0.0014454885188836142,-5.75921632365173e-05,8.086633235857487e-05,-0.000567988444242834,0.0,7,7.997977851062613
CSO-10-4A-LRAVI,-0.0008967816120353866,-0.0015725702927144884,0.00011904166003128339,-0.000727576312564603,-0.0005609826945007217,0.0,3,7.997195362446407
CSO-10-4A-LSCAVA,-0.00048248463503669287,-0.0010844116294499682,8.563414996796016e-05,0.00022072852692960976,-0.0004941049978123889,0.0,8,7.999079593112789
