subject,lsc_T2W20,atd_T2W20,density_T2W20,diameter_T2W20,asp_T2W20
CSO-16-11B-YAROMO,9.595141700404858,2.260952488542391,0.1343674883559066,10.020242914979756,4.203954659059885
CSO-16-9A-JALEMO,9.748792270531402,2.1998032224161808,0.127535527892238,10.81159420289855,4.417048691799668
CSO-16-9A-JPROSO,8.98728813559322,2.243991141654402,0.1329352185074492,10.580508474576272,4.32986684346421
CSO-16-9A-JSMAGU,10.64179104477612,2.340683983122525,0.1430757102618384,9.014925373134329,3.88769776257762
CSO-16-9B-SJPAJI,11.352941176470589,2.499834277602444,0.1654459295030229,6.823529411764706,3.0259108394489016
CSO-17-10A-YVGOCA,9.764705882352942,2.078836454602481,0.1192064287015115,10.602941176470589,4.395982440964001
CSO-17-10B-EHECO,10.648351648351648,2.179646047145112,0.1340460963789647,9.23076923076923,3.9521648750852982
CSO-17-10B-YCQUVE,8.266272189349113,2.2461861248344297,0.1354688572643397,10.142011834319527,4.19736745755166
CSO-17-11A-DJAPA,9.555555555555555,2.359761924712905,0.1512431800830493,7.2592592592592595,3.234591286384372
CSO-17-11A-JDAMO,11.9811320754717,2.3042175360710324,0.1454204323238729,8.169811320754716,3.50635664726003
CSO-17-11A-NPAHE,9.972413793103447,2.392378649072361,0.14405980429307,8.931034482758621,3.7745657807075546
CSO-17-11A-RLPAIG,11.07843137254902,2.385776039928289,0.1497443220626611,8.215686274509803,3.5826536144875245
CSO-17-11A-SPUVA,6.635135135135135,2.4244499648911413,0.1465501286708717,11.135135135135137,4.485355869295498
CSO-17-11B-CDBEBU,7.222222222222222,2.3305977233365147,0.1428809355652607,9.938271604938272,4.083936952917001
CSO-17-11C-JDAAG,9.021428571428572,2.1871615312791786,0.1286773656831153,10.792857142857144,4.430253566338816
CSO-17-11C-MAPAMA,9.477707006369426,2.2276847044550308,0.132632895512744,10.10828025477707,4.184182725068332
CSO-17-11C-MCAAG,7.576923076923077,2.138108031674208,0.1226111978192086,12.302884615384617,4.8916216942242485
CSO-17-11C-SARJA,10.631147540983608,2.2273912843826054,0.1354799976228185,9.852459016393444,4.081417248986274
CSO-18-11A-ADBAHO,10.636363636363637,2.1704114676173503,0.1280035538936468,10.372727272727271,4.36116317978547
CSO-18-11B-YLLRE,9.392561983471074,2.218699727189032,0.1311797920499274,10.818181818181818,4.429504080676266
CSO-18-9B-MAMOLO,8.166189111747851,2.503692372013626,0.1504668808067727,9.681948424068768,4.034944994766289
CSO-8-3A-DAPAVA,8.09049773755656,2.34570170683426,0.1409946671073269,10.176470588235292,4.209888085754889
CSO-8-3A-KVPECO,2.9696969696969697,2.167416461534109,0.1257758037169802,8.242424242424242,3.5997542020269293
CSO-8-4A-ARAGR,9.830985915492958,2.2524446712025745,0.1394106082873361,8.67605633802817,3.740957238471737
