subject,nodes_T2W30,edges_T2W30,re_T2W30,l1_T2W30,l3_T2W30,lsc_T2W30,atd_T2W30
CSO-13-7A-YAMEZA,23.571428571428573,29.0,1.0408163265306123,0.1690962099125364,1.209912536443149,18.014577259475217,2.4761711970288203
CSO-13-8A-KIGAGU,23.75824175824176,29.0,0.9010989010989012,1.6263736263736264,1.1868131868131868,16.307692307692307,2.451334372657832
CSO-13-8A-MBUAN,25.363636363636363,27.363636363636363,0.0,0.0,1.0909090909090908,7.272727272727272,2.160745920745921
CSO-13-8A-MGAAN,24.59016393442623,28.74590163934426,0.9344262295081968,0.4754098360655737,0.5450819672131147,17.942622950819672,2.350580313883826
CSO-13-8A-MGAHE,22.24468085106383,29.0,1.196808510638298,0.1542553191489361,0.9574468085106383,19.409574468085108,2.644527603923366
CSO-13-8A-MJAGA,22.266233766233768,29.0,1.0909090909090908,1.2337662337662338,1.8636363636363635,16.649350649350648,2.6195262476713546
CSO-13-8A-VHODU,22.087591240875916,28.78832116788321,2.605839416058394,0.2116788321167883,1.1751824817518248,18.24087591240876,2.6293297607349952
CSO-13-8B-FCJISA,24.76388888888889,28.83333333333333,0.7083333333333334,0.0,0.2083333333333333,20.18055555555556,2.331580714865739
CSO-13-8B-JEMABE,19.92682926829268,28.682926829268293,1.3414634146341464,0.1707317073170731,2.365853658536585,15.146341463414634,2.913763005916941
CSO-13-9B-DMLLLU,21.64102564102564,27.56410256410257,0.4102564102564102,2.41025641025641,0.6410256410256411,15.512820512820513,2.5616138247717197
CSO-14-7B-EVEGO,24.38216560509554,29.0,0.9872611464968152,0.1847133757961783,0.89171974522293,17.573248407643312,2.3986399702919403
