subject,re_T6W50,pe_T6W50,l3_T6W50,y_true,y_pred
CSO-12-6B-GQULO,0.12949438523555964,0.07385498024956724,0.07285000500181453,7,8.395246989534561
CSO-12-6B-LJHEFE,0.19088554673265642,0.07135938758821214,0.020475309925443778,6,8.401767863293932
CSO-12-6B-VPAMA,-0.4628040365911447,0.05603312879816215,-0.23386056876376324,9,7.478416142490869
CSO-12-7A-DALRE,-0.4956759748461058,0.12900834130212116,-0.3369406100347031,11,7.4154393754689245
CSO-12-7A-ESALA,0.08948450972191918,0.059835106152373065,-0.01726981153571674,7,8.251097423386195
CSO-12-7A-IMERO,0.11497097555189753,0.009607185098660515,0.0104094667212081,10,8.254035246419386
CSO-12-7A-JHEZA,0.1979031894798798,0.0737534433755539,-0.026699463860137544,10,8.364004788042916
CSO-12-7A-LSARAR,-0.1436425435171076,-0.11500898525757192,0.24539741445630073,8,8.10579350472924
CSO-12-7A-SCAHO,-0.07659574783765748,0.07079342822537293,0.030788209538879986,8,8.144033508974214
CSO-12-7B-DVAGRO,0.18500154320108494,0.07307404883211699,0.013209671465785028,12,8.390332882546607
CSO-12-7B-SMUGU,0.16891982052380353,0.04985257056314219,-0.00787221582214128,7,8.329947794312426
CSO-12-7B-SSARA,0.17810371616335277,0.04642214045567777,0.10530651723513605,8,8.448879992901785
CSO-12-7B-VHOMA,0.17577344332598596,0.04354076440927054,0.21730001731547463,9,8.555661844098351
CSO-12-8A-YTOME,0.17147530031252214,0.07966580321439459,0.061434563510838876,10,8.431623286085374
CSO-13-6A-ANASA,0.17462301883072126,0.04996039778715002,0.1423540770862672,10,8.485985112751756
CSO-13-6B-JETAVE,-0.5484412896771063,0.1200693609534494,-0.3810049258315394,5,7.309670764492418
CSO-13-6B-LFMIES,0.14680862970761996,0.05676537374381288,0.033435683298206585,14,8.35605730579726
CSO-13-6B-LJMAHU,-0.006708305055542488,-0.06639575225560987,0.5364510862601661,10,8.582394647996635
CSO-13-7A-CAPAMU,0.16473914219331923,-0.19086138111544496,-0.08226318837970434,3,8.010662191745789
CSO-13-7A-CDDITR,0.1616957634852976,0.05539048953920735,0.10554564982227292,13,8.441679521894397
CSO-13-7A-JJATFL,0.10094271648177473,0.0679958842537331,0.028201044985269798,6,8.316187264768399
CSO-13-7A-KRAMA,-0.010129655162727283,0.07510644703465905,0.06986897720420342,9,8.253893388123755
CSO-13-7A-RXCHLU,0.18103630222084502,0.049180949039963305,0.1649758944973753,8,8.514240764805804
