subject,l2_T2W20,lsc_T2W20,z_re_T2W20,z_pe_T2W20,z_l2_T2W20
CDMS-11-6B-JMARME,0.33259168733530786,-0.3040006726940461,-0.4054567404655774,0.43296030152886394,0.6381146563577387
CDMS-11-6B-JPSAMA,0.12731785957479858,-0.5275496314326767,-1.6210622453868406,0.31822891569626216,0.7133200128644619
CDMS-11-6B-LESTA,-0.38139230648362976,-0.13912283009279067,0.471693123739348,-0.30182394480852975,-0.12822880707190823
CDMS-11-6B-MAGIMU,-1.1209240688017759,-0.9928926310576873,0.12819289054753988,-1.330855405995002,-1.4624252267968543
CDMS-11-6B-MEBRTA,0.23886013933158948,-1.0465888449548508,0.8096338179194644,0.057606629585854364,0.3215407287156449
CDMS-11-6B-MMAMO,-0.423687484412687,0.6612360991743957,0.06368254150125413,-0.06467146264418985,-0.49998342450577804
CDMS-11-6B-RSECA,0.13940470923337442,-0.379772622516416,-0.31088683252877664,0.1483899402818299,0.5035779039217405
CDMS-11-6B-SCAPA,-1.1209240688017759,0.2053691913605662,0.06362410354566116,-0.9703876342048313,-0.9929321023343939
CDMS-11-6B-VZAPE,0.8471846534965162,0.508364015817169,-1.7147240289076913,0.6784840224323799,1.1997103538578515
CDMS-11-6B-YLNIME,-0.4187879840899528,0.7631186882819767,-0.9521277940694768,-0.2535159255914205,-0.052472155228864226
CDMS-11-7C-ICARE,0.7347212979366141,1.6640152097931995,-0.3711579582447409,0.7410891860349417,1.0549263588061102
CDMS-11-7C-SALMA,-0.5167604610264863,1.3491364192709088,0.6782188326960902,-0.5017735957789426,-0.37973325300243926
CDMS-11-7C-SPGAVE,-0.23633326673652194,-0.8776189847720028,-1.4689659522886858,-0.09506787763174865,0.14616939778723467
CDMS-12-5A-SRIGO,0.32235566088363843,-0.12106884797124493,0.987718983675367,1.2396439339289658,0.8842364853532647
CDMS-12-6A-FAROPA,-0.5202527362159388,0.1901311797459998,-0.4995361976979853,-0.8281301359220906,-0.7850930554753638
CDMS-12-6A-JGIGA,-0.7052595066523766,0.9666755204198301,-0.6977839386543688,-0.6512712309589684,-0.5787624914991565
CDMS-12-6A-JSOTGU,-1.1209240688017759,3.0137398625689777,-0.29754914306485153,-0.9879152452894608,-1.030849583514047
CDMS-12-6A-SROAL,-0.9252251224037537,0.7250221715234209,2.262974448687957,-1.2942529528717606,-1.4186116729491445
CDMS-12-6B-IJDAGA,0.7452701863263411,-0.07723482170340883,0.047849172029933745,0.8281638040096397,0.6127144589656633
CDMS-12-6B-SCLAG,2.8633411004706355,0.09608171247083978,0.12581025738579185,1.3881422129564502,1.190644114832677
CDMS-12-7C-ARAHE,0.6430844897026196,-1.028988419288558,2.3247635650955085,2.212747638896126,1.1265525170598847
CDMS-12-7C-CATRAR,-1.1209240688017759,0.563738236398619,-0.8705630622063611,-1.2010976294453564,-1.302458872853189
CDMS-12-7C-DLOLO,0.44895914594376257,0.409143774962454,-0.18597513056223658,0.6648716219679205,1.157531239208242
CDMS-12-7C-JSZAOR,-0.41606652639727126,-0.33561351048159754,-0.03508856694918878,-0.5957466983375914,-0.9834311906803932
CDMS-12-7C-MAROBE,-1.1209240688017759,0.11654206758549425,-0.3256795017009126,-0.9742360149359972,-0.996351356772779
CDMS-12-7C-VMAPA,-1.1209240688017759,2.1057919586078424,-0.7815897993178483,-0.8584214096194157,-0.8454971286859956
CDMS-12-7C-VQURA,0.15940472366109165,1.228744915539139,-0.015032437005397055,-0.07933921798206393,0.12077639427371052
CDMS-13-6B-ASUMO,-1.1209240688017759,0.42468741582742275,0.9044482970232489,-1.3295201925956024,-1.468856618711652
CDMS-13-6B-JDTAHE,0.5993487403182127,-1.07164707810686,-1.1966049397549192,0.5890761245571023,0.5973079882955785
CDMS-13-7C-MVEAR,1.289501871497576,-0.13552463019246563,0.10579054900967177,1.6273211478556504,1.315090138443073
CDMS-13-7C-RAIZAC,-0.3139289511282111,-0.8880984071616101,-0.546573126478623,-0.324138125329261,-0.5622670754428247
CDMS-13-7C-SSOSLO,0.9583772366772108,-1.7031843282787227,0.5079872340599084,1.6719220043506327,1.407823838851925
CDMS-14-10A-IMORTO,-0.25495623099052733,1.1945121357330872,-0.5467547824958325,-0.2417748923621212,-0.020719742015127832
CDMS-14-10A-JCVANI,-0.38280840795809373,0.20568532334821613,0.47630953683794797,-0.2797385384324373,-0.5674361267285434
CDMS-14-6B-KDCAHE,-0.3992842039590687,-0.40117953113019666,-1.4967025956196844,-1.1523684238434404,-1.213737581437369
CDMS-15-10A-AMALOS,-0.2354763818782088,-0.7696745050655536,-0.2042042725056398,0.07251318958175215,0.013014277180444704
CDMS-15-10A-JJMACH,-0.31910199675432344,-0.01830634882417408,0.822755125923228,-0.11974650207382073,0.12104440398355731
CDMS-15-10A-MAALCA,2.0304573593186697,0.19926184262245097,-0.8787660276420391,2.616781303274744,3.239800075627185
CDMS-15-10A-MAALRI,-0.2719359925162382,-0.6833181649364537,-0.24311788708819468,-0.44549079179185624,-0.2897741516978502
CDMS-15-10A-SGOMO,0.7361631358284075,0.8881270465398639,0.07149414989512357,1.4956642891991037,1.0476893197028811
CDMS-15-10A-SHEGA,0.07404947083023372,0.5790207273834634,1.1222907351137077,0.19825191231634734,-0.435403517260639
CDMS-15-11B-JEMOLO,-0.8964138886284895,-0.29985349702496694,2.374479921622831,-1.1358039467092518,-1.3946210164825057
CDMS-15-11B-VSAHO,0.15255804562653083,-0.6632531532434105,-0.608649710368988,0.24274354738974455,0.5952339323150286
CDMS-16-10A-SGALO,-1.1209240688017759,0.2907088138352331,-1.390833741291645,-0.7871651052840064,-0.7553415794004498
CDMS-16-11B-NGABE,0.634416142977782,0.26704549056852145,-0.8377154336992853,0.9745501260249825,1.5593620650721542
CDMS-17-10A-ASSAMO,-1.1209240688017759,-0.03940128999805926,0.4771387296444184,-1.0236924867030204,-1.0644347504507337
CDMS-18-7C-VVECA,-0.8116498410120444,-0.03764337823356825,1.4216429038016476,-0.7262925051331771,-0.6987926974220815
CDMS-8-4A-DJAVDA,-1.1209240688017759,1.281142027487177,0.26006207885076643,-1.8802031200571472,-2.2170708427797683
CDMS-8-4A-DOSTR,0.10853644167098431,-0.16870546645280118,0.6650524568931572,-0.6222778671829781,-0.5112146328860093
CDMS-8-4A-LGOPA,0.5882229795098988,0.38349676753525785,-0.23171339115094847,-0.014269654746845864,0.286993226959928
CDMS-8-4C-JDBUTU,1.4670257913237947,-2.942065195524714,0.8463623827437823,-0.028650070547931148,-0.8634840946788863
CDMS-9-4A-ACDUTR,2.1637815228960644,0.2841514629034675,-0.3082425931034044,0.11354053542327286,0.5810334468419297
CDMS-9-4A-CARGA,0.258493725941806,1.3472644006180643,0.6192599812138607,-0.2700625012540983,-0.054756776286233676
CDMS-9-4A-CRAAG,1.0233772438736968,0.3065557452536637,2.2999816602398435,1.8567814835784366,-0.18552117158701392
CDMS-9-4A-EROHI,-0.4547949627931233,0.15661939414081602,1.6731401555037042,-0.4294931265690314,-0.2621578025613102
CDMS-9-4A-ILOSE,-0.7982031354559691,0.5164045513660559,0.10476618486270863,-0.7054799443906454,-0.6545062165108699
CDMS-9-4A-TGAFR,0.32235566088363843,-0.316828273111917,-1.63053115706451,-0.5422281614104576,-0.3781295328271486
CDMS-9-4C-SCAMO,-0.5271175514454911,0.26200322949441684,0.3516833543853262,-0.40340445782257545,-0.2532098519171139
CDMS-9-5A-ABERO,1.9772156650779094,-0.9758841444567534,0.47746582869180015,0.7936787226180236,0.9613747548096007
CDMS-9-5A-VVAAR,-0.9477305012395262,-0.6290470856905087,-1.3698121063615063,-0.7004081186743863,-0.7761533448165147
CDMS-9-5C-JDMADE,0.025791332866087483,-0.254165129456028,1.5371098043852565,0.43876254769038886,-0.05495878145517468
CDMS-9-5C-LVIZAC,0.7561282572371781,-0.8544268204671341,1.408313714511178,0.45494548561689185,0.06300473676090375
CDMS-9-5C-MLOGO,-0.1410827844281918,-0.11665909290278542,0.7002391735132123,-0.6381778400569188,-0.8466168032833974
CDMS-9-5C-SCAAG,7.5387543093107094,-1.5126719815822276,2.6295563732207268,6.647588489239572,2.18991622864023
CDMS-XX-10A-VGILO,-0.6730096699338888,1.152317403973551,-0.4445034152509867,-0.41198271341286585,-0.25539224235667235
CDMS-XX-5C-MPCAQU,0.3807542626628169,0.4229803107613275,-0.20033239656943558,0.24699621115673015,0.6164387110883675
CDMS-XX-6B-SPUCA,0.4935922389819078,0.8278033990282739,0.7116491186158544,0.570757618925579,0.47497196645709916
CSO-10-4A-KCOMO,-0.5852738598463645,0.018533682463004422,-0.4683013494805417,-0.39854404955531636,-0.2542550479072421
CSO-10-4A-LRAVI,0.4072544685121922,0.3065557452536637,-1.3863099482762504,0.8329564932832936,1.3682920006183557
CSO-10-4A-LSCAVA,-0.09000997616933722,0.02096269551490507,-0.3446637774363786,0.29226065974170284,0.6407220369346569
CSO-10-5A-ACAVA,0.0055381592453767935,-0.9770456996392568,-1.2420129141473715,0.08142979948092509,0.37245246600641063
CSO-10-5A-ARACA,0.32235566088363843,0.6533679808232475,1.0571381436259275,-0.16782269111618076,-0.4567876418300081
CSO-10-5A-DABRZA,1.521011707571525,-0.3872175404040914,1.036127260460308,1.2311419082522945,0.9406270656231995
CSO-10-5A-GZAMA,-1.1209240688017759,1.6143339188490617,1.5358488842032938,-1.2334040761238252,-1.3379694704449498
CSO-10-5A-IPECA,-0.7052595066523766,0.45729175690577994,-0.8858679060165465,-0.5110278418659108,-0.3904907129708881
CSO-10-5A-JANORO,-0.4714481904433394,-0.33504689055006637,1.3444127047108518,-0.34170432627258057,-0.17936062416405635
CSO-10-5A-JBUVE,0.7947017542352287,-0.8806675440126166,-0.29754347728615643,1.3349857881439275,1.4844605761480625
CSO-10-5A-JJSEMO,1.628180178218061,-0.5752127958147534,-0.13024595730337524,0.6769701438262462,0.8761529393979514
CSO-10-5A-JLCARI,1.963732608369011,-0.6234416221064211,0.6759549206855796,2.340673258558785,2.3313084083545856
CSO-10-5A-MAARAN,-0.5167604610264863,1.9006464859611931,0.02148787656222915,-0.6442685534826169,-0.5672302015220448
CSO-10-5A-RVMOIB,-0.044072871523539475,-0.43742894688314643,0.24941198406672146,0.5164994930584581,0.5869317505708344
CSO-10-5A-SVHEES,0.6206872251202884,-0.32501972256246653,-0.3237473441673773,0.16369616818830834,0.34854332567711727
CSO-11-5A-MDVOSPE,0.013081433093906612,0.1673291335060194,1.007372952791986,0.21283178789878227,-0.008372990535723828
CSO-11-5A-MTAGA,-1.1209240688017759,-0.721069246217047,-1.2595794325301137,-1.0895412512039202,-1.1470036657117766
CSO-11-6A-CAPAMU,0.5063030774121716,0.2587819078892742,0.2112271898140976,0.4319134948010056,0.5520495372418316
CSO-11-6A-DSCACH,-0.589189431549255,-0.23203141071748754,-0.24512256767272675,-0.4374334334127037,-0.2799778975169067
CSO-11-6A-EROMO,-0.15287059157375402,0.4095607994734645,0.19096169246099143,0.125852670988064,0.442633742860129
CSO-11-6A-FSOVRE,0.76956909825095,-0.8510514350518706,0.13531995932472327,1.2830431921567376,0.9943607982617829
CSO-11-6B-ANREVA,-0.11946466453026391,2.070092827390497,-0.7902898951238347,-0.30990618338551307,-0.10593767833123019
CSO-11-6B-DISEMO,-1.1209240688017759,-2.461834273844432,0.006366485999003618,-0.8026031242444595,-0.7717813758751159
CSO-11-6B-LHFDLACH,0.5097945868168092,-0.722877384031952,1.8416021506759144,1.3448777944083712,1.1793739339629927
CSO-11-6B-RJGIHE,-1.023074595602765,0.8571694640296595,-1.6428647677372108,-1.2626395333211162,-1.3785702314267252
CSO-11-6B-SFLVA,0.5585287075594334,-0.6148712852216578,0.7879238882430921,1.6371603111009325,1.4037791197480267
CSO-11-6B-VCOMA,-0.34377344512501434,-0.20037191803263196,1.758132368135772,0.29355940595261737,-0.13668534826925496
CSO-12-6A-DGISE,0.8034489041121098,-0.7763179016724618,-1.6346013101888726,0.8614588712872074,1.4774019320798741
CSO-12-6A-FJOVRE,0.777618394408568,-0.7923066400834524,0.7491712217812982,0.3134825707551132,0.0879508045305235
CSO-12-6B-GQULO,0.18619719581897673,-0.11842108221922976,-0.9501106873087447,0.07232273393839064,0.3943389448662091
CSO-12-6B-LJHEFE,0.14971454489256006,-1.2446996130701748,-0.3719226571842759,0.3768842240751781,0.059736134328428225
CSO-12-6B-VPAMA,-1.1209240688017759,-0.4243839664214713,-1.5283357132124349,-0.8840126613757348,-0.8842866787456124
CSO-12-7A-DALRE,-0.5304914521122883,0.7790824275487012,3.100951598912556,-1.6489037074759574,-1.8898682482810751
CSO-12-7A-ESALA,-0.9980917513817406,0.41023513698063285,-0.8714841157698231,-0.7001801886151783,-0.6386998360630579
CSO-12-7A-IMERO,-0.006114898286145689,-0.37453443819228605,0.20087597929244086,-0.26089257315160685,-0.06930089939962772
CSO-12-7A-JHEZA,0.4157021110622971,-0.03931733003318884,0.8763852568803143,0.243780107556664,0.387970270203747
CSO-12-7A-LSARAR,-1.1209240688017759,-0.6030581181642822,-0.32497673261723475,-0.9989967018367656,-1.0332110547102653
CSO-12-7A-SCAHO,-0.5209089002808734,-0.13146056136814052,0.5114776492474831,-0.40060029208407183,-0.315271816161199
CSO-12-7B-DVAGRO,0.5743568835271236,-0.10081100763759406,-0.6353585948684296,0.7933916834101511,0.026536232287573014
CSO-12-7B-SMUGU,-0.6133971308904215,-0.007596609458970675,0.9579848406790793,-0.6056228063774745,-0.9957641736789923
CSO-12-7B-SSARA,0.2014898707129387,0.047306192344255295,0.3754335155942144,0.9564350336422389,0.6769056953151049
CSO-12-7B-VHOMA,0.686313157934743,0.035366518893035465,-0.724063236481977,0.6475000158421099,1.1469993515641046
CSO-12-8A-YTOME,1.6390319055089284,0.1583730356742995,-0.9705402152343908,1.7176117003884788,2.195769044509465
CSO-13-6A-ANASA,-0.8228554289754406,-0.2442973707913654,-0.932859253344709,-0.3019546892465684,-0.5009534643531193
CSO-13-6B-JETAVE,0.49836538401600616,0.029234445431118715,0.9303029704388132,0.9551488230582836,0.7893927459551157
CSO-13-6B-LFMIES,0.16771854698877253,-1.5497990780482662,-1.5118406886720877,0.44821688524697945,0.8702933826261812
CSO-13-6B-LJMAHU,1.539238570226243,-0.5215241023957272,-0.8489742573469933,0.9965923864327032,1.5615669802352357
CSO-13-7A-CAPAMU,0.30173737903098974,0.27406953584587945,-0.12232809865783646,0.6234886865856971,0.7033590182525775
CSO-13-7A-CDDITR,0.28334810062187055,1.5884440083716185,-0.9735332936195221,0.039713072055008125,0.35953148818664793
CSO-13-7A-JJATFL,-0.7085584317488005,0.8015836981341801,1.3838438515928018,-0.45888173646048536,-0.5654855170025286
CSO-13-7A-KRAMA,1.765635390569053,-0.4875515958254948,-0.7527965276090594,1.2461149813784929,1.9780711812716334
CSO-13-7A-RXCHLU,0.9122178112768079,0.9901785867044195,1.3512487581536385,0.49277967283015706,0.5219296141707367
CSO-13-7A-YAMEZA,-0.22142961970605024,-0.16647291297865452,0.6397747845884518,-0.10244482715829836,0.15266108547763474
CSO-13-8A-KIGAGU,0.1365869828053176,-1.7455434232776283,0.907803031385889,0.7066579443075689,0.5601556904040769
CSO-13-8A-MBUAN,-1.1209240688017759,-2.973004442579746,-1.5009230866350407,-0.8407491898852207,-0.8199912134337831
CSO-13-8A-MGAAN,-0.7118054052689026,-0.21015404217722697,0.029748028076934656,-0.47372981653251806,-0.34104276049644355
CSO-13-8A-MGAHE,0.745134571599568,1.4091180039420819,-0.5360310218947004,0.5215171879552472,0.5392608745064419
CSO-13-8A-MJAGA,0.6567741348351368,0.39767560090964277,-0.2646916393440521,0.5556040733898706,0.2370866499033854
CSO-13-8A-VHODU,-0.19801050015940203,1.2612525115232276,2.260512685882042,-0.06772479209916653,-0.20560903536116185
CSO-13-8B-FCJISA,-0.4872890655252526,0.9008156734448312,-0.3878542144507476,-0.011493715570400458,0.2540625406045262
CSO-13-8B-JEMABE,1.25624254479773,-0.3049493730105016,1.0606344829105354,0.546932820323699,0.3981839362270376
CSO-13-9B-DMLLLU,-0.060555287808410206,-1.695655528450561,-1.260182461887371,-0.5025675926049156,-0.32223351563975
CSO-14-7A-MVEBE,-1.1209240688017759,3.5551766860320413,-1.660894018679327,-1.2927032462951238,-1.423300860857864
CSO-14-7B-EVEGO,-0.41224779434546477,0.1275898012107826,0.24757554998872144,-0.047958436503022395,0.13989925628360114
CSO-14-8A-AQUMA,-0.5078494933601841,-0.3374186713254128,-0.3784522224223374,-0.9016502583619,-0.88676822505075
CSO-14-8A-MCIDOS,4.3314660211209,-0.12659371351678628,-1.784540428180337,3.3878980301484187,4.990930910257995
CSO-14-8A-SZARA,1.7290966632352447,-0.7790593539431613,-0.003877317578217241,1.171207711699509,1.8911971878121934
CSO-14-8B-JLLORA,-1.1209240688017759,0.4004917724568939,-0.028517122988332286,-1.4307726095336442,-1.6042220186018135
CSO-14-9A-AEDCAGO,-0.29103822423266273,-0.3106822334942276,-0.4928962548422664,-0.2683897255461086,-0.2048316299980028
CSO-14-9A-HASACA,-0.8862444379586192,0.7238582726056831,-0.4846419076265844,-0.8693921210967323,-0.8535007816005149
CSO-14-9A-JSMAAL,-0.5499562636515021,0.27085661403631783,-1.232016323064196,-0.35836883120002166,-0.19613928379602943
CSO-14-9A-MARJA,-1.1209240688017759,0.20848416968299455,0.9231045282964968,-0.9945824665658548,-1.0252915061664623
CSO-14-9A-SORZU,-0.5884519355197785,0.5588758183238299,0.3000574216652802,-0.9152910366389672,-1.379114570896399
CSO-14-9B-ERAGA,-0.8293524062390659,0.8184596510732863,0.5098201385130341,-1.0862994211280452,-1.132983455354789
CSO-14-9B-MFEGA,0.570419364423319,0.3928472389930893,-0.3883199851692464,1.1713081855337169,0.8701552163447054
CSO-15-10A-LJRAGU,0.7449734822832349,-0.41496117087501416,-1.404619301821928,0.9690620122044987,1.313220850446526
CSO-15-10A-MAARLO,0.24639356984756375,-0.9159516087760943,-0.6187000888437149,0.3672356390660273,0.725108594622277
CSO-15-10A-SFEGA,-1.1209240688017759,-2.2752430024175734,-0.8243310618120632,-0.7880051417237499,-0.756262674213436
CSO-15-10B-MEBUAR,-0.17623188209859578,0.4187808322987344,1.418534703652171,-0.5380245308370637,-0.4080499361882529
CSO-15-10B-YVBUAN,-0.23633326673652194,0.5580618826042475,-1.1704585628773578,-0.49870217623182755,-0.36530519767210184
CSO-15-10C-ALBAHO,-1.1209240688017759,-2.4695385132296765,-1.4049495471461049,-0.19293527396790267,0.01241231732517667
CSO-15-10C-SSCAMO,-1.1209240688017759,-0.6721427153858976,0.6295019710246365,-1.230220670008907,-1.3510091577353012
CSO-15-11C-JETALO,0.26519606762877046,-0.33030261739397865,0.43803798316717374,0.14621155068916772,-0.3134501450838941
CSO-15-7B-JCRAGA,-1.1209240688017759,1.3957992371617063,-1.6287126047318439,-1.1317229525164818,-1.201967291315596
CSO-15-8A-VBMABR,-0.5669379099326269,1.0350343804585107,0.4658531516213669,-0.3881236290088809,-0.7640961375832583
CSO-15-8B-KEPOGO,-0.21887423774839193,0.5391274716957506,-0.7472179748297922,-0.10950855408263671,-0.001775138783226453
CSO-15-9B-ALRIHE,-0.7961861296225576,0.5664454205159342,0.25168361521973914,-0.6091575666726516,-0.5204422241374813
CSO-15-9B-AMSAGO,-0.2719359925162382,-0.6107019321425843,2.3853478993880284,-0.10687499246244493,0.15849854650593728
CSO-15-9B-JCAPA,0.04231631034766235,0.2774636174257971,-0.17413472616703551,-0.033518403056959564,0.25287214252754653
CSO-15-9B-KSBEJA,-0.9885130844269672,0.8847506649885307,0.7481405837674663,-1.0491711154824195,-1.1017916728471762
CSO-15-9B-RMCHLU,-0.19504650636207632,0.9685388803556712,0.41780512869062847,0.43790547488084425,0.16580607330009914
CSO-16-10A-JEGAHE,-1.1209240688017759,-0.6680305369798496,1.5305348518931303,-2.3340169648567213,-2.904040608527304
CSO-16-10A-MSACO,-1.1209240688017759,-1.8321197074254352,3.0799286139220565,-1.1843387022851353,-1.2645938865264326
CSO-16-10A-SMOUT,-1.1209240688017759,-1.8050478662522818,-1.5963235519606398,-1.1066097859376256,-1.1745266510432883
CSO-16-10A-YKMUJO,1.669416741923359,1.9092087427043312,-1.6904525497080163,1.428725830298045,2.1919135660089575
CSO-16-10B-JESUGU,-1.1209240688017759,0.32365375020512815,-0.07358389491640784,-1.1862876771204947,-1.2812456494407476
CSO-16-10B-LTVIFA,0.17305086126100938,-0.6344241134545565,-1.3136353199241608,0.12073407662684499,0.47152605749446735
CSO-16-10B-VVILI,-0.22586687209764314,-0.12659371351678628,-1.1130950468519372,0.11170035007522286,0.42496146483563707
CSO-16-10C-ACALGU,-0.23399239134146554,0.281147536778303,-0.04249209996878617,-0.17846552797404902,-0.11839460085156336
CSO-16-10C-MAVAVE,-0.41073880498831816,1.2244200745529503,-0.6936833570879966,-0.3777972495604603,-0.20657577576728312
CSO-16-11A-JAVABO,0.26462447169622183,1.1555286844437476,-1.0012466215681364,0.31284206925277264,0.6991401272913926
CSO-16-11A-JDMUVA,-0.10322682351077854,-0.10576922030666797,-0.605717017657122,0.5935049707488527,0.6027667567294643
CSO-16-11A-VZAOR,-0.333680579882459,-0.8698388075433549,0.8173414562321757,0.007149969052429486,0.28957295937016375
CSO-16-11B-KRORE,-0.7085584317488005,1.4100555568831439,0.07483307991452928,-0.8529209887992685,-0.9897646696470773
CSO-16-11B-LLOZA,0.37515857782334877,-1.048356891022196,-0.8872152022861871,1.2024383298228993,1.1355359615316
CSO-16-11B-YAROMO,-0.2444384030009172,0.04350951523112252,0.95811879048718,0.44940805906781833,-0.14639056749752027
CSO-16-9A-JALEMO,-0.2702954358470873,0.14334000716624803,0.8833117231611511,0.2059432257217816,0.534652347508707
CSO-16-9A-JPROSO,-0.21581644171092285,-0.35142764868365217,-0.42282786384248605,0.28273032293656863,0.07925594078529476
CSO-16-9A-JSMAGU,-0.323888994199383,0.7235429107864111,0.6606849336693815,-0.20102580870100797,-0.4339237594281599
CSO-16-9B-SJPAJI,0.23745685325508448,1.1855943527584014,-1.2972813996256092,-0.5235769744862411,-0.360410328102182
CSO-17-10A-YVGOCA,-1.1209240688017759,0.15367946568762292,-0.698460011249747,-0.785857013392284,-0.7540988584936745
CSO-17-10B-EHECO,-1.1209240688017759,0.7278054936183321,-1.0433900757144527,-0.977797561983297,-1.0044568680888757
CSO-17-10B-YCQUVE,0.3479760111147406,-0.8198891490044006,-0.6247095074137821,0.6877172899786884,0.4968031715222522
CSO-17-11A-DJAPA,0.21544605127731128,0.017789439406696656,-0.5766064538154945,0.15263333604864546,-0.28161211123248037
CSO-17-11A-JDAMO,-1.1209240688017759,1.5937451746186828,0.16206261481114442,-1.2098592475318128,-1.3041360638637087
CSO-17-11A-NPAHE,1.4471184847074443,0.2886323193735065,0.46989518730864605,1.7082736390941,1.3217121558404588
CSO-17-11A-RLPAIG,-0.07383877471627925,1.0072386932646862,-0.1831649093848907,-0.06980792780910085,-0.2682691157297393
CSO-17-11A-SPUVA,-0.49680310461348864,-1.8796783473242176,1.142519506314432,-0.8529784110791704,-0.8966869725288311
CSO-17-11B-CDBEBU,2.0507276828525915,-1.4982336662898794,-0.6989925588142334,2.35587098579219,2.594170864943864
CSO-17-11C-JDAAG,0.38421050644158483,-0.32924578172724683,-0.7257170176496079,1.1787847388260813,1.3096768529479619
CSO-17-11C-MAPAMA,-0.07293751348879995,-0.03279064601235814,0.27928416118458954,0.2856173501330769,0.6052751877824615
CSO-17-11C-MCAAG,0.1280680049644481,-1.2677759414312426,-0.4443905169006946,0.8405288126727833,1.3599511410123635
CSO-17-11C-SARJA,-0.6477176000524599,0.7166275689256897,0.3517188388548744,-0.504573425929467,-0.38469361936846586
CSO-18-11A-ADBAHO,-0.6485779754501858,0.720016592261821,-0.7490977170765363,-0.2953002810147376,-0.12459251796142229
CSO-18-11B-YLLRE,-0.023554356974849425,-0.08811142689048652,-0.13858008762452453,0.12866885694423147,0.2371319590876697
CSO-18-9B-MAMOLO,0.5084519011009554,-0.884915545347002,1.9892468160818748,0.3209046611431286,-0.02940854169023524
CSO-8-3A-DAPAVA,0.3811317584726373,-0.9340940619938255,0.586853044784399,0.07220335514196927,0.4105349531478366
CSO-8-3A-KVPECO,2.202992884413118,-4.261202183598358,0.546587523655733,2.854812373594594,2.4277896565800696
CSO-8-4A-ARAGR,-1.1209240688017759,0.19674320641045107,0.9209376146428213,-1.2193078366666161,-1.3212636272125822
