subject,l2_T2W20,l3_T2W20,lsc_T2W20,z_re_T2W20,z_pe_T2W20,z_l2_T2W20,y_true,y_pred
CSO-14-9A-MARJA,0.06449616106488379,-0.045134442011083346,0.0447766197520249,-0.13398034657362218,-0.02972261103534646,-0.012928286700089454,3,5.5246378961845375
CSO-14-9A-SORZU,-0.18479724990245255,-0.00934430826653325,0.07063443959885767,-0.15845845837955946,-0.06716686097770011,-0.05542240692755583,5,5.232575956832825
CSO-14-9B-ERAGA,-0.08085832687849254,-0.0312825912060238,0.06096261893296694,-0.12733177296459885,-0.08657331402962203,-0.02604439523513373,1,5.346003020306868
CSO-14-9B-MFEGA,0.22902217254500828,0.0018018680958101115,0.17864155440646454,0.06969520394632463,0.29224104391970057,0.24395895913692262,11,6.652491603738002
CSO-15-10A-LJRAGU,0.19368888638686269,-0.09312440424603062,-0.05581458231794438,0.09962378823800536,0.20037005080270623,0.24447395334491595,8,6.226348493896283
CSO-15-10A-MAARLO,-0.10537358921553766,0.04612865312552587,-0.16919850655643276,-0.0017577759566838333,-0.10024497369048622,0.04121523150370404,4,5.347899840897861
CSO-15-10A-SFEGA,-0.03176211962897455,0.10558643869577115,-0.6984572928611034,-0.04301356945854115,-0.09058537937387555,-0.08439053371261433,2,4.794508345348435
CSO-15-10B-MEBUAR,0.009199038851680184,0.16603806720508893,0.0790059866884857,-0.011719942488119438,-0.05638547573807082,-0.04472656087142366,8,5.778541915335412
CSO-15-10B-YVBUAN,-0.10771429368494374,-0.010757384218189042,0.08216290993306875,0.16375201472707143,-0.05040550873342785,-0.10443818421112135,6,5.609730355500233
CSO-15-10C-ALBAHO,-0.08162692038257124,0.15919816515803845,-0.6283713241793553,0.07262232826704773,-0.07649137974624144,-0.09522420859411693,5,4.987237462210576
CSO-15-10C-SSCAMO,-0.020005432759594204,-0.11428036568553308,-0.07966680951752113,-0.09239327221564135,-0.07630491492520104,-0.09448600601948445,3,5.1599940005648
CSO-15-11C-JETALO,-0.0701819855024201,-0.014570281242092874,0.04033439390793742,-0.09151825108761538,-0.06824381815403859,-0.09270721688104815,5,5.340243642728493
CSO-15-7B-JCRAGA,0.0784469239698962,0.12055635263421555,0.10307902479726452,0.17933920339864942,-0.03840190338591391,-0.018308505625923243,8,6.061841897475959
CSO-15-8A-VBMABR,-0.10781520775580343,0.02199298931745183,0.16873587400105605,-0.03650462122984203,-0.002564698853046991,0.10949288830384535,12,5.7904680254714345
CSO-15-8B-KEPOGO,-0.13587016815502131,-0.08008238019761835,0.08231145654011861,0.015564822565253194,-0.12295112439622585,-0.15159206551532572,5,5.244511342528957
CSO-15-9B-ALRIHE,-0.14264094670317964,-0.027428189503197205,0.05016769535012237,-0.2214139246050709,-0.1055199385598261,-0.1175550566718213,3,5.0727404409947985
CSO-15-9B-AMSAGO,0.029649698386620824,0.3094675718362896,0.05748802277340046,1.0875934679077144,-0.002471756246437445,-0.02102887228854615,15,7.097828934056816
CSO-15-9B-JCAPA,-0.052229520717525735,0.046428211081688014,0.08337620944489015,-0.059273973418471154,-0.1261537336790611,-0.10395441599707185,5,5.425323578402223
CSO-15-9B-KSBEJA,0.12328238347754902,0.030133916232947523,0.1358007252391073,-0.024875568124027657,0.009757794513868233,0.032009466824543656,13,5.943239519851757
CSO-15-9B-RMCHLU,-0.10034436531429422,-0.010225560373139576,0.006512674601323379,-0.15918236346264283,-0.10612372679047315,-0.2010258988191299,5,5.066741561529418
CSO-16-10A-JEGAHE,0.0014461676366035873,-0.0028276952699093855,-0.0584466678845401,0.04450331515124615,0.004202751477710173,-0.047117058230459946,6,5.578891614568426
CSO-16-10A-MSACO,-0.05914631570285894,-0.014010157387676466,-0.22897023518675066,0.5379854350700782,-0.12316211539453235,-0.11188554725675315,5,5.637941865829281
CSO-16-10A-SMOUT,-0.03592520658985728,0.1383607187167126,-0.4087246173435399,0.01930238952677632,-0.09101238401799708,-0.08833874655010653,0,5.170792955429761
CSO-16-10A-YKMUJO,0.19908020189190337,0.1143315333164922,-0.07520702179246905,0.00854985321639431,0.21993051169296954,0.3391153099623786,5,6.44293118997544
CSO-16-10B-JESUGU,0.01738395742503109,-0.03761265934315205,0.07056272070324277,-0.1144458356936619,-0.07268396010354136,-0.07635760654970918,3,5.42397741812598
CSO-16-10B-LTVIFA,-0.06998690970645732,0.08409160357448235,-0.0026422906746348725,0.2062261467066757,-0.02936906858706479,-0.006126891350641864,10,5.819323391650133
CSO-16-10B-VVILI,-0.016538986524563946,0.30770626238378646,0.11994084126028784,0.23560597788342416,0.007983274398914258,0.033238958973111805,13,6.325067130062731
CSO-16-10C-ACALGU,-0.09201990334123286,0.04922573394868847,0.06398074254578155,-0.10345071063672978,-0.0899293417373545,-0.08012074792400689,6,5.384816574542919
CSO-16-10C-MAVAVE,-0.20774783331879138,-0.046440817012746195,0.07023431217777322,-0.05688479888713051,-0.10223883304413474,-0.13329194479969922,4,5.160760886803047
CSO-16-11A-JAVABO,-0.13143682160248807,-0.06214766788715005,0.0081313567099274,0.007406775505276937,-0.09523434202359166,0.03478851421017009,4,5.398638616599913
CSO-16-11A-JDMUVA,-0.11703257879834292,0.08661992914268149,0.07254810828720758,0.004628280095992314,-0.00970911517834115,-0.018938090151530692,4,5.655247335085438
CSO-16-11A-VZAOR,-0.1655643322718088,0.012910115160374902,-0.15826424615976833,-0.2021818820677908,-0.15938367745606674,-0.1738713945310452,1,4.790775384361662
CSO-16-11B-KRORE,-0.14492957929263411,-0.04525737341532248,0.045110021817869814,-0.15183446499388734,-0.08855138149898037,-0.045715660916929454,3,5.205952363387887
CSO-16-11B-LLOZA,-0.026256892244642508,-0.08504657925654355,-0.14809349807252586,-0.0013178225020392302,0.192041758940522,0.1780336582302437,4,5.746491426782787
CSO-16-11B-YAROMO,-0.08977841105231166,-0.04467855372954787,0.05694400446868581,-0.11096074220015432,-0.0661507988069242,-0.04463663031844141,4,5.337869670049074
CSO-16-9A-JALEMO,-0.1155518330597012,-0.0759269537735879,0.06590655910288996,-0.1636334548046146,-0.0828613173719768,-0.09350744127140899,5,5.171556360509369
CSO-16-9A-JPROSO,-0.14900013965945577,-0.11075657552183332,-0.048413992289466516,-0.11833696302952276,-0.08768774096042825,-0.21451393543378494,0,4.908421454793283
CSO-16-9A-JSMAGU,-0.08427745245505934,-0.04811450872643356,0.09522710037123304,-0.02731523557676747,-0.03912398214734526,-0.0255100943966086,9,5.50801662875679
CSO-16-9B-SJPAJI,-0.09276403853123903,-0.03813239918812676,0.03793666556628497,0.1445868010878788,-0.07108738375358561,-0.08115492001342667,7,5.536515526855558
CSO-17-10A-YVGOCA,0.13838662468577465,0.20996865662837289,0.18287050659581194,0.09360881981185369,0.013207564559157782,0.02863040491312633,13,6.303803378881872
CSO-17-10B-EHECO,0.07761677089058992,-0.028635296860160343,0.16084994503903857,0.10213878659614613,0.019549238519644435,0.013757684671001165,8,5.982407930544034
CSO-17-10B-YCQUVE,-0.039700049623034785,-0.030463470650140014,-0.15954178194648835,0.008979836918340737,0.07899843625157192,-0.08119606446657668,4,5.414207708171449
CSO-17-11A-DJAPA,-0.06760010919460648,-0.05149280369947037,0.08065981769267816,0.006275380300434751,-0.06500049809934047,-0.10474464321280853,7,5.435227945474658
CSO-17-11A-JDAMO,0.019208264862991636,0.019174152760116484,-0.0016954271783561844,-0.1583018174500308,-0.07497309880745337,-0.06449001689322402,3,5.376052858981816
CSO-17-11A-NPAHE,0.31653351549817194,-0.06586327083514082,0.09684562349149782,-0.1391894077503055,0.4365913452358838,0.2626331590072872,6,6.544681766335166
CSO-17-11A-RLPAIG,-0.1069822799039274,-0.004443863623714075,-0.022107056075874397,-0.1364505459088766,-0.14376548318655735,-0.1596932365310783,1,5.063688336457743
CSO-17-11A-SPUVA,-0.19861380973756992,-0.08069050565782893,-0.2748526003146155,-0.12169198307870527,-0.09575754022475895,-0.09186057992356025,2,4.7736637827507336
CSO-17-11B-CDBEBU,0.40169459961669923,0.025359426354925642,-0.11407724288108884,-0.014482742268296787,0.36199457455037826,0.38266484546684904,5,6.6802842625272385
CSO-17-11C-JDAAG,0.010455911119960035,-0.12268344151124924,-0.06126114209585135,-0.017959428200493996,0.16492448324009135,0.21675581210449096,3,5.8273629963447195
CSO-17-11C-MAPAMA,-0.10413944494396313,-0.1154466581596787,0.058024458225614,-0.19678299109006392,-0.07130141894736267,-0.053940279286701,2,5.153544467485614
CSO-17-11C-MCAAG,-0.17612890257353353,-0.10747487139565443,-0.2072828160217968,-0.07109318533501773,0.05618034864379115,0.24944072570514533,3,5.380772100710708
CSO-17-11C-SARJA,-0.15529843322797457,-0.051815168647785376,0.07997893193454618,-0.18272551486034125,-0.07309334031784928,-0.09801183151348283,3,5.156165445054884
CSO-18-11A-ADBAHO,-0.15027095066420743,-0.05075836913215774,0.10334924874049364,0.005415752227798534,-0.106895831642268,-0.08769428607591331,7,5.350276365141519
CSO-18-11B-YLLRE,-0.028723713997576176,0.09368385358953801,0.12462227344804169,-0.028617052436969773,-0.029749309012949372,-0.08309984549933382,10,5.685247007778526
CSO-18-9B-MAMOLO,-0.08650924348760727,-0.15367978461518672,-0.17413620248279849,0.3813756675615979,-0.11564466969712296,-0.13504054197063914,1,5.353496026996015
CSO-8-3A-DAPAVA,-0.054355492254001284,-0.07797412230079538,-0.13960376674119046,-0.1399207241454383,-0.12268582086877411,-0.10184308346907893,3,5.000747791908492
CSO-8-3A-KVPECO,0.3355817635737929,0.07611515946494433,-0.48648644101113286,-0.07454275758075105,0.43847200075944287,0.39816165129722786,7,6.324432178191289
CSO-8-4A-ARAGR,0.0611019470027774,0.014395562172973485,0.06529836046792413,-0.09472939962131914,-0.040627199821595274,-0.02922919425953588,10,5.613340877628998
CSO-8-4A-JRAAR,-0.09179377229683154,-0.15359391637980283,-0.5423715520503579,-0.052068526594061214,-0.13279753034331862,-0.1013342591362105,1,4.563171244887187
CSO-9-2A-EXMOCO,-0.09624300406751282,0.09495512600468642,-0.08512567219755067,-0.00911974311533316,-0.08775007369454287,-0.08724096008389516,5,5.366606474533628
CSO-9-4A-AGAPE,-0.17918538620112234,-0.10514347193794463,-0.1498462562468888,-0.1911163099485225,-0.05271393540484158,-0.1434503469025604,1,4.815675095045893
CSO-9-4A-DKVIMO,-0.1815286582467698,-0.03869203439109603,-0.011261522562844128,-0.010222051826108967,-0.0682441693413328,-0.09595218571667108,3,5.23123017960295
CSO-9-4A-DSMOMU,0.007503611710350778,0.07322333840920428,0.14830449296467452,0.07361789986929956,0.04618686223100591,0.26601755226028895,7,6.251984559132594
CSO-9-4A-DVGATO,0.270064095907091,-0.07865588637108896,-0.02266681761846117,-0.008114179919209957,0.14114124758627464,0.22112786272102455,4,6.160027123993397
CSO-9-4A-FAGIGA,0.1589588043830527,-0.030286340183930456,0.1077211527363425,-0.010083311836676098,0.3158360480006014,0.1637563913504774,9,6.343033546137638
CSO-9-4A-GSBRCO,-0.019058722923607736,-0.009638012547949328,0.06920379599809509,0.558836295708334,-0.13478978141443188,-0.09108411383621345,3,6.010600262672
CSO-9-4A-KEMOCO,0.027341986777626583,-0.025327862747744043,0.0806130230742108,-0.0790712170584139,-0.020652524462315927,-0.02297671298007816,2,5.597057494291055
CSO-9-4A-LCOMO,-0.1021728538560781,-0.03538211813798219,0.014468818912001786,-0.08923815652597632,-0.09894441718970186,-0.053820247627146975,3,5.272041827262882
CSO-9-4A-MLORO,0.30248315499915596,-0.04058562320103194,-0.13556004561646837,0.05035870616694484,0.03528490452170567,0.20364600966841256,3,6.052757908226487
CSO-9-4A-MPAME,0.3017127086337145,0.20641445306209275,-0.09416739316323074,0.034890774861770814,0.2526461376136495,0.3253339817442905,10,6.663961464440057
CSO-9-4A-NSARPA,-0.2619366745559051,0.014815109872693924,0.07166220944814546,-0.17074939551989984,-0.13341074576991804,-0.15668121091554704,3,5.000830094247342
CSO-9-4A-SLOCA,0.30880617921372644,-0.06826641733181615,0.06630370207591399,-0.22005219396152698,0.17991167489995272,-0.1046701921898321,4,5.799163554394185
CSO-9-4A-YVDITR,0.11363958677137613,0.09498027984829234,0.17647052163143218,0.288337440916769,0.060644134549044285,0.06323630645863293,8,6.434439071863317
