subject,nodes_T2W40,edges_T2W40,l2_T2W40
CDMS-12-7C-VMAPA,29.33333333333333,39.0,0.0
CDMS-12-7C-VQURA,27.32692307692308,39.0,0.6826923076923077
CDMS-13-6B-JDTAHE,29.17721518987342,38.64556962025316,1.2151898734177216
CDMS-13-7C-MVEAR,28.948051948051948,39.0,1.844155844155844
CDMS-13-7C-RAIZAC,30.383561643835616,39.0,0.3561643835616438
CDMS-13-7C-SSOSLO,28.816326530612244,39.0,1.5714285714285714
CDMS-14-10A-IMORTO,30.175,39.0,0.825
CDMS-14-10A-JCVANI,27.98994974874372,39.0,0.5879396984924623
CDMS-14-6B-KDCAHE,26.694444444444443,37.833333333333336,0.4722222222222222
CDMS-15-10A-AMALOS,30.097902097902097,39.0,0.7692307692307693
CDMS-15-10A-JJMACH,29.8876404494382,39.0,0.7528089887640449
CDMS-15-10A-MAALCA,29.8876404494382,39.0,2.134831460674157
CDMS-15-10A-MAALRI,29.866666666666667,38.84,0.6733333333333333
CDMS-15-10A-SGOMO,29.5609756097561,39.0,1.227642276422764
CDMS-15-10A-SHEGA,26.74096385542169,38.765060240963855,0.8614457831325302
CDMS-15-11B-JEMOLO,27.642857142857142,38.57142857142857,0.1
CDMS-15-11B-VSAHO,30.267241379310345,39.0,1.0086206896551724
CDMS-16-10A-SGALO,30.761904761904763,39.0,0.0
CDMS-16-11B-NGABE,29.6015625,39.0,1.34375
CDMS-17-10A-ASSAMO,30.059701492537314,39.0,0.0522388059701492
CDMS-18-7C-VVECA,28.87162162162162,39.0,0.2567567567567567
CDMS-8-4A-DJAVDA,24.8125,39.0,0.0
CDMS-8-4A-DOSTR,26.329545454545453,39.0,0.8295454545454546
CDMS-8-4A-LGOPA,24.607142857142858,38.160714285714285,0.9464285714285714
CDMS-8-4C-JDBUTU,21.33333333333333,37.0,2.0
CDMS-9-4A-ACDUTR,25.11111111111111,38.22222222222222,2.0
CDMS-9-4A-CARGA,27.010752688172044,39.0,0.7849462365591398
CDMS-9-4A-CRAAG,24.4,39.0,1.7333333333333334
CDMS-9-4A-EROHI,27.83333333333333,39.0,1.0
CDMS-9-4A-ILOSE,30.28368794326241,38.723404255319146,0.2695035460992908
CDMS-9-4A-TGAFR,28.12962962962963,38.0925925925926,1.462962962962963
CDMS-9-4C-SCAMO,30.12903225806452,38.7483870967742,0.4903225806451612
CDMS-9-5A-ABERO,26.304093567251464,39.0,2.198830409356725
CDMS-9-5A-VVAAR,31.066666666666663,39.0,0.1
CDMS-9-5C-JDMADE,28.77386934673367,38.80904522613066,0.7035175879396985
CDMS-9-5C-LVIZAC,26.466257668711656,38.56441717791411,1.3374233128834356
CDMS-9-5C-MLOGO,27.97752808988764,39.0,0.7078651685393258
CDMS-XX-10A-VGILO,29.3125,38.864583333333336,0.1875
CDMS-XX-5C-MPCAQU,28.163398692810457,39.0,1.2549019607843137
CDMS-XX-6B-SPUCA,28.643312101910823,38.98089171974522,1.1401273885350318
CSO-10-4A-KCOMO,30.584415584415584,38.493506493506494,0.4935064935064935
CSO-10-4A-LRAVI,32.42857142857143,39.0,1.0
CSO-10-4A-LSCAVA,31.14814814814815,39.0,0.7716049382716049
CSO-10-5A-ACAVA,28.43548387096774,38.0,0.7580645161290323
CSO-10-5A-ARACA,26.609375,39.0,1.203125
CSO-10-5A-DABRZA,25.54140127388535,38.7515923566879,1.8343949044585988
CSO-10-5A-GZAMA,25.689655172413797,38.96551724137931,0.0
CSO-10-5A-IPECA,31.16190476190476,39.0,0.3619047619047619
CSO-10-5A-JANORO,30.37142857142857,38.92142857142857,0.5857142857142857
CSO-10-5A-JBUVE,30.977777777777774,39.0,1.4111111111111112
CSO-10-5A-JJSEMO,24.727272727272727,38.0,2.0
CSO-10-5A-JLCARI,28.23170731707317,38.926829268292686,2.548780487804878
CSO-10-5A-MAARAN,27.818181818181817,39.0,0.4393939393939394
CSO-10-5A-RVMOIB,30.45664739884393,38.77456647398844,0.7630057803468208
CSO-10-5A-SVHEES,28.69811320754717,38.75471698113208,1.3144654088050314
CSO-11-5A-MDVOSPE,28.008333333333333,39.0,0.9583333333333334
CSO-11-5A-MTAGA,28.884615384615383,37.55128205128205,0.0
CSO-11-6A-CAPAMU,27.90217391304348,38.79347826086956,1.173913043478261
CSO-11-6A-DSCACH,30.772727272727277,39.0,0.3636363636363636
CSO-11-6A-EROMO,30.041666666666668,38.75,0.7638888888888888
CSO-11-6A-FSOVRE,29.008196721311474,38.10655737704918,1.2049180327868851
CSO-11-6B-ANREVA,28.97435897435897,39.0,0.6923076923076923
CSO-11-6B-DISEMO,29.33333333333333,36.0,0.0
CSO-11-6B-LHFDLACH,29.902985074626866,39.0,1.3507462686567164
CSO-11-6B-RJGIHE,28.743589743589745,39.0,0.0512820512820512
CSO-11-6B-SFLVA,30.685714285714287,39.0,0.9142857142857144
CSO-11-6B-VCOMA,29.858024691358025,39.0,0.4320987654320987
CSO-12-6A-DGISE,27.3,37.0,1.6
CSO-12-6A-FJOVRE,26.5968992248062,38.72093023255814,1.550387596899225
CSO-12-6B-GQULO,29.81294964028777,39.0,1.1007194244604317
CSO-12-6B-LJHEFE,30.01058201058201,38.90476190476191,0.9629629629629628
CSO-12-7A-DALRE,18.58333333333333,39.0,0.375
CSO-12-7A-ESALA,31.12162162162162,39.0,0.054054054054054
CSO-12-7A-IMERO,28.088,39.0,0.944
CSO-12-7A-JHEZA,27.08839779005525,39.0,1.0552486187845305
CSO-12-7A-LSARAR,32.875,38.475,0.0
CSO-12-7A-SCAHO,29.38607594936709,38.84177215189873,0.4873417721518987
CSO-12-7B-DVAGRO,27.62264150943396,39.0,1.4528301886792452
CSO-12-7B-SMUGU,28.676056338028168,38.85915492957746,0.2253521126760563
CSO-12-7B-SSARA,29.74863387978142,39.0,0.9508196721311476
CSO-12-7B-VHOMA,29.84210526315789,39.0,1.4947368421052631
CSO-12-8A-YTOME,29.138297872340427,39.0,2.25531914893617
CSO-13-6A-ANASA,31.48780487804878,38.76219512195122,0.3292682926829268
CSO-13-6B-JETAVE,27.30555555555556,38.576388888888886,1.0902777777777777
CSO-13-6B-LFMIES,32.55555555555556,37.833333333333336,1.1388888888888888
CSO-13-6B-LJMAHU,28.61290322580645,37.935483870967744,2.064516129032258
CSO-13-7A-CAPAMU,28.90833333333333,38.675,1.15
CSO-13-7A-CDDITR,28.38888888888889,39.0,1.3333333333333333
CSO-13-7A-JJATFL,28.59090909090909,38.5,0.2727272727272727
CSO-13-7A-RXCHLU,24.957894736842107,39.0,1.7263157894736842
CSO-13-7A-YAMEZA,29.28228228228228,39.0,0.7027027027027027
CSO-13-8A-KIGAGU,30.02469135802469,39.0,0.6296296296296297
CSO-13-8A-MBUAN,32.0,37.0,0.0
CSO-13-8A-MGAAN,30.86752136752137,38.66666666666666,0.3247863247863248
CSO-13-8A-MGAHE,27.25842696629213,39.0,1.4719101123595506
CSO-13-8A-MJAGA,28.444444444444443,39.0,1.3194444444444444
CSO-13-8A-VHODU,27.41732283464567,38.74015748031496,0.5275590551181102
CSO-13-8B-FCJISA,31.370967741935484,38.80645161290322,0.5967741935483871
CSO-13-8B-JEMABE,24.967741935483872,38.58064516129032,2.096774193548387
CSO-13-9B-DMLLLU,26.96551724137931,37.06896551724138,0.8275862068965517
CSO-14-7B-EVEGO,30.755102040816325,39.0,0.5578231292517006
CSO-14-8A-AQUMA,28.688172043010752,38.61290322580645,0.4193548387096774
CSO-14-8A-SZARA,27.6271186440678,38.66101694915254,2.440677966101695
CSO-14-8B-JLLORA,28.761904761904763,39.0,0.0
CSO-14-9A-AEDCAGO,30.9,38.535714285714285,0.3928571428571428
CSO-14-9A-HASACA,28.368932038834952,38.85436893203884,0.0970873786407767
CSO-14-9A-JSMAAL,30.591549295774648,39.0,0.4366197183098591
CSO-14-9A-MARJA,31.88372093023256,39.0,0.0
CSO-14-9A-SORZU,26.0,38.59036144578313,0.6506024096385542
CSO-14-9B-ERAGA,27.88607594936709,39.0,0.379746835443038
CSO-14-9B-MFEGA,29.38888888888889,39.0,1.0833333333333333
CSO-15-10A-LJRAGU,30.19254658385093,38.43478260869565,1.3788819875776397
CSO-15-10A-MAARLO,28.839285714285715,38.19642857142857,1.3571428571428572
CSO-15-10A-SFEGA,30.33333333333333,38.11111111111112,0.0
CSO-15-10B-MEBUAR,28.0,39.0,0.6666666666666666
CSO-15-10B-YVBUAN,28.571428571428573,39.0,0.5714285714285714
CSO-15-10C-SSCAMO,28.40552995391705,39.0,0.0
CSO-15-11C-JETALO,28.05494505494505,39.0,1.120879120879121
CSO-15-7B-JCRAGA,31.357142857142858,39.0,0.0
CSO-15-8A-VBMABR,26.632911392405063,39.0,0.4810126582278481
CSO-15-8B-KEPOGO,29.166666666666668,39.0,0.8525641025641025
CSO-15-9B-ALRIHE,30.685714285714287,39.0,0.2714285714285714
CSO-15-9B-AMSAGO,30.516129032258064,39.0,0.4838709677419355
CSO-15-9B-JCAPA,28.149122807017545,38.78947368421053,1.0
CSO-15-9B-KSBEJA,28.1123595505618,38.31460674157304,0.0561797752808988
CSO-15-9B-RMCHLU,28.802325581395348,39.0,0.627906976744186
CSO-16-10A-MSACO,31.0,39.0,0.0
CSO-16-10A-YKMUJO,27.9,39.0,2.0
CSO-16-10B-JESUGU,29.607142857142858,38.83928571428572,0.0
CSO-16-10B-LTVIFA,30.894736842105264,39.0,0.6842105263157895
CSO-16-10B-VVILI,31.86238532110092,39.0,0.7339449541284404
CSO-16-10C-ACALGU,28.566037735849054,38.53459119496856,0.610062893081761
CSO-16-10C-MAVAVE,29.81132075471698,39.0,0.6698113207547169
CSO-16-11A-JAVABO,29.327272727272728,39.0,1.018181818181818
CSO-16-11A-JDMUVA,31.639705882352946,39.0,0.7426470588235294
CSO-16-11A-VZAOR,30.25,39.0,0.6785714285714286
CSO-16-11B-KRORE,29.867924528301888,39.0,0.1981132075471698
CSO-16-11B-LLOZA,31.3125,38.81944444444444,1.0763888888888888
CSO-16-11B-YAROMO,29.63876651982379,38.82819383259912,0.6828193832599119
CSO-16-9A-JALEMO,31.262032085561497,39.0,0.6470588235294118
CSO-16-9A-JPROSO,30.13425925925926,39.0,0.7175925925925926
CSO-16-9A-JSMAGU,28.210526315789476,39.0,0.6929824561403509
CSO-16-9B-SJPAJI,24.0,38.785714285714285,1.0
CSO-17-10A-YVGOCA,32.5625,38.770833333333336,0.0
CSO-17-10B-EHECO,31.0,38.45070422535211,0.1126760563380281
CSO-17-10B-YCQUVE,29.2013422818792,37.95302013422819,1.248322147651007
CSO-17-11A-DJAPA,24.323529411764707,38.11764705882353,1.0
CSO-17-11A-JDAMO,28.424242424242426,39.0,0.0
CSO-17-11A-NPAHE,27.8,39.0,2.088
CSO-17-11A-RLPAIG,28.036585365853657,39.0,0.7926829268292683
CSO-17-11A-SPUVA,27.98148148148148,39.0,0.2962962962962963
CSO-17-11B-CDBEBU,27.59016393442623,37.81967213114754,2.5245901639344264
CSO-17-11C-JDAAG,30.091666666666665,39.0,1.1916666666666669
CSO-17-11C-MAPAMA,29.72262773722628,38.86861313868613,0.8613138686131386
CSO-17-11C-MCAAG,32.388297872340424,39.0,0.973404255319149
CSO-17-11C-SARJA,30.245098039215687,39.0,0.284313725490196
CSO-18-11A-ADBAHO,30.55555555555556,39.0,0.2666666666666666
CSO-18-11B-YLLRE,31.04054054054054,39.0,0.6891891891891891
CSO-18-9B-MAMOLO,26.772036474164132,38.88145896656535,1.1671732522796352
CSO-8-3A-DAPAVA,29.11442786069652,38.61194029850746,0.9800995024875622
CSO-8-3A-KVPECO,27.46153846153846,35.76923076923077,2.6153846153846154
CSO-8-4A-ARAGR,27.07843137254902,38.588235294117645,0.0
CSO-9-2A-EXMOCO,29.69724770642202,38.14678899082569,0.5688073394495413
CSO-9-4A-AGAPE,30.36567164179105,39.0,0.8805970149253731
CSO-9-4A-DKVIMO,26.693877551020407,39.0,0.7959183673469388
CSO-9-4A-DSMOMU,30.36036036036036,39.0,1.1981981981981982
CSO-9-4A-DVGATO,28.717391304347824,39.0,1.7391304347826086
CSO-9-4A-FAGIGA,28.20779220779221,39.0,1.4155844155844155
CSO-9-4A-GSBRCO,28.046511627906977,39.0,0.0465116279069767
CSO-9-4A-KEMOCO,26.666666666666668,38.47619047619048,0.0
CSO-9-4A-LCOMO,16.756756756756758,39.0,0.6216216216216216
CSO-9-4A-MLORO,25.90625,38.71875,2.53125
CSO-9-4A-MPAME,28.61904761904762,39.0,1.5238095238095235
CSO-9-4A-NSARPA,29.65,38.35,0.775
CSO-9-4A-SLOCA,24.18,39.0,1.98
