subject,z_re_T2W40,z_l2_T2W40
CDMS-12-6A-SROAL,4.203741864827036,-1.104936790379515
CDMS-12-6B-IJDAGA,3.218639007054477,0.4319146031442861
CDMS-12-6B-SCLAG,2.714168710552116,0.4449887111385804
CDMS-12-7C-CATRAR,0.1424584906331625,-1.124276437904047
CDMS-12-7C-DLOLO,3.4398908246693267,0.9483932423247348
CDMS-12-7C-JSZAOR,4.001783238477552,-0.7757042928533627
CDMS-12-7C-MAROBE,2.345999030627969,-0.9881385646231912
CDMS-12-7C-VMAPA,4.163169454026751,-0.9363041714414848
CDMS-12-7C-VQURA,3.08058632395566,-0.5052821153809601
CDMS-13-6B-JDTAHE,0.872688317348243,0.3510251229783036
CDMS-13-7C-MVEAR,2.406962324565801,1.040055426677824
CDMS-13-7C-RAIZAC,1.5023896501858311,-0.6941272458372804
CDMS-13-7C-SSOSLO,2.856321310162404,0.9378598728576392
CDMS-14-10A-IMORTO,2.1288085232650737,-0.0479275718845611
CDMS-14-10A-JCVANI,2.58254078563501,-0.5893793619003307
CDMS-14-6B-KDCAHE,-0.1506053552441627,-1.0529212719550285
CDMS-15-10A-AMALOS,2.851966418383165,0.0547035009637125
CDMS-15-10A-JJMACH,3.961384281730853,-0.2025039654956804
CDMS-15-10A-MAALCA,0.2366167585965347,1.338491423500623
CDMS-15-10A-MAALRI,3.0941566620756973,-0.3241904404186955
CDMS-15-10A-SGOMO,2.3906928258027147,0.4609636424515486
CDMS-15-10A-SHEGA,3.7094823457055295,-0.5034925326957933
CDMS-15-11B-JEMOLO,6.209277492681028,-0.992778404014226
CDMS-15-11B-VSAHO,2.2491313535110624,0.4467987432382733
CDMS-16-10A-SGALO,1.2145719126716148,-0.8472816047519213
CDMS-16-11B-NGABE,2.0424372989818798,0.5824488271317911
CDMS-17-10A-ASSAMO,3.0349986909369155,-0.8444732572743802
CDMS-18-7C-VVECA,5.29929764669011,-0.6819045536390859
CDMS-8-4A-DJAVDA,2.6344852973916404,-1.620711940371058
CDMS-8-4A-DOSTR,4.33956180468466,-0.5328142051302277
CDMS-8-4A-LGOPA,3.6468837971793335,-0.600688450146445
CDMS-8-4C-JDBUTU,2.87883557711398,-0.5909754184521827
CDMS-9-4A-ACDUTR,2.608740932014664,-0.0506280035135919
CDMS-9-4A-CARGA,2.9322948536394797,-0.5522718603069753
CDMS-9-4A-CRAAG,5.046535897788025,-0.1460116627624217
CDMS-9-4A-EROHI,4.044107003046016,-0.1380902536436045
CDMS-9-4A-ILOSE,3.398179125759299,-0.5671836890080105
CDMS-9-4A-TGAFR,-0.1047197789185832,-0.0429457102358297
CDMS-9-4C-SCAMO,3.848369064420828,-0.3144673090763331
CDMS-9-5A-ABERO,3.0195881738719774,0.5363958984857722
CDMS-9-5A-VVAAR,0.8332062999984462,-0.7333966126361361
CDMS-9-5C-JDMADE,4.017994693284386,-0.348541931944154
CDMS-9-5C-LVIZAC,4.215726660699815,0.0366551372071951
CDMS-9-5C-MLOGO,2.364804510396606,-0.5338714214695681
CDMS-XX-10A-VGILO,3.283463392543837,-0.8288593484226124
CDMS-XX-5C-MPCAQU,2.833109637743857,0.2742453027236859
CDMS-XX-6B-SPUCA,4.379047005919539,-9.297391488623444e-05
CSO-10-4A-KCOMO,2.094777981570956,-0.2486383852536136
CSO-10-4A-LRAVI,2.0691568908885243,0.5811517061014875
CSO-10-4A-LSCAVA,2.6446174464097973,0.2153684368757704
CSO-10-5A-ACAVA,0.6441998841867865,-0.4074752808212995
CSO-10-5A-ARACA,4.178949789618629,-0.1315519857867842
CSO-10-5A-DABRZA,4.777196948880199,0.3533125645888808
CSO-10-5A-GZAMA,5.998158987424151,-1.2967872858780394
CSO-10-5A-IPECA,1.673245815263568,-0.3703059856368298
CSO-10-5A-JANORO,5.187965389450255,-0.2062878722242946
CSO-10-5A-JBUVE,1.2159605580481423,0.9376472410169164
CSO-10-5A-JJSEMO,5.5792892748184215,0.3318107917359692
CSO-10-5A-JLCARI,2.938601837315185,1.6691902241048695
CSO-10-5A-MAARAN,2.414278707283448,-0.7635936868013055
CSO-10-5A-RVMOIB,4.004920402184921,0.0717474562509651
CSO-10-5A-SVHEES,1.333280403472898,0.2219115213518843
CSO-11-5A-MDVOSPE,4.53818744918505,-0.1965951830212098
CSO-11-5A-MTAGA,0.5022739038958312,-1.0621431219551272
CSO-11-6A-CAPAMU,2.199632080067488,0.0643583256957593
CSO-11-6A-DSCACH,2.6487658108841603,-0.3949925672383597
CSO-11-6A-EROMO,4.046895708260721,-0.0421337933655969
CSO-11-6A-FSOVRE,2.829844324002313,0.2938356806924798
CSO-11-6B-ANREVA,0.8664668837749662,-0.3001695677897709
CSO-11-6B-DISEMO,2.4573310838965168,-0.8419283679080972
CSO-11-6B-LHFDLACH,4.676073987772757,0.8515778539399994
CSO-11-6B-RJGIHE,1.1571804798507104,-1.1052657836906248
CSO-11-6B-SFLVA,5.582205926590247,0.3383495343065513
CSO-11-6B-VCOMA,5.060057800011418,-0.4153098986824372
CSO-12-6A-DGISE,3.700831500156567,0.5703931652039194
CSO-12-6A-FJOVRE,2.717366730034016,0.1079746415048239
CSO-12-6B-GQULO,1.521839901441998,0.4026153103685185
CSO-12-6B-LJHEFE,2.948350224021164,0.1201894727480569
CSO-12-7A-DALRE,5.980505505874203,-1.840533249368708
CSO-12-7A-ESALA,3.607655624167318,-0.7806406694262731
CSO-12-7A-IMERO,2.517381174505831,-0.1375061853760803
CSO-12-7A-JHEZA,4.707033409018047,-0.0756177488722183
CSO-12-7A-LSARAR,4.357687497699688,-0.8087473667662763
CSO-12-7A-SCAHO,4.347226203620048,-0.4419453734210967
CSO-12-7B-DVAGRO,1.864142967399739,0.1538313932435638
CSO-12-7B-SMUGU,3.338810789158985,-1.0352980487078722
CSO-12-7B-SSARA,3.7154100117237663,0.1237915464765247
CSO-12-7B-VHOMA,2.1645919912735407,0.6781450365964685
CSO-12-8A-YTOME,1.365596081933473,1.2861764067938537
CSO-13-6A-ANASA,2.012224881081627,-0.4424499763438503
CSO-13-6B-JETAVE,5.235590343598105,-0.0640566623478108
CSO-13-6B-LFMIES,-0.0174352745278253,0.6267129270306744
CSO-13-6B-LJMAHU,2.016489257270069,0.8033595483281607
CSO-13-7A-CAPAMU,1.3716098941870265,0.1573194193319125
CSO-13-7A-CDDITR,0.9027978870107412,0.1551078786528318
CSO-13-7A-JJATFL,5.518012051977856,-0.6503137469395631
CSO-13-7A-RXCHLU,5.664141632775703,0.1638859114761145
CSO-13-7A-YAMEZA,3.3784033526588613,-0.1642315467282904
CSO-13-8A-KIGAGU,2.6631147876261814,-0.2239027713832228
CSO-13-8A-MBUAN,-0.533465069369264,-0.7603476001106326
CSO-13-8A-MGAAN,3.40870102850572,-0.4974212119666529
CSO-13-8A-MGAHE,2.451476214440775,0.0072110313086341
CSO-13-8A-MJAGA,1.741099062998008,0.1364860515037773
CSO-13-8A-VHODU,6.899598626139231,-0.6468705540826315
CSO-13-8B-FCJISA,3.0459266769332745,-0.1055462884579425
CSO-13-8B-JEMABE,2.38403920810182,0.557510757412653
CSO-13-9B-DMLLLU,0.44217816643346,-0.4245762744123336
CSO-14-7B-EVEGO,3.949799797927504,-0.1511627825697622
CSO-14-8A-AQUMA,2.5513123381048164,-0.7077036998785595
CSO-14-8A-SZARA,1.609812412608481,1.4053426783175658
CSO-14-8B-JLLORA,1.9397048488256785,-1.1090138469336617
CSO-14-9A-AEDCAGO,1.8382531126729105,-0.4176522260484753
CSO-14-9A-HASACA,3.721813460460691,-0.9255317031946244
CSO-14-9A-JSMAAL,1.127488002837286,-0.2068018585918662
CSO-14-9A-MARJA,4.098495007403741,-0.8429266265909455
CSO-14-9A-SORZU,2.870265630223974,-0.9041505069536978
CSO-14-9B-ERAGA,2.8134720830609554,-0.7026520116520555
CSO-14-9B-MFEGA,2.879956197681844,0.1172088259429483
CSO-15-10A-LJRAGU,0.4146728717371067,0.7227994741412387
CSO-15-10A-MAARLO,3.074852344216065,0.5249590969501666
CSO-15-10A-SFEGA,2.9894716753854857,-0.8999827380616979
CSO-15-10B-MEBUAR,6.385267023862384,-0.5112625661506309
CSO-15-10B-YVBUAN,2.307500405974063,-0.409065973802924
CSO-15-10C-SSCAMO,4.236719768699762,-1.0758744007102166
CSO-15-11C-JETALO,3.0963015342336337,-0.0900668266427286
CSO-15-7B-JCRAGA,-0.5744173182238879,-1.070677647460641
CSO-15-8A-VBMABR,3.556569651279525,-0.7763836857249373
CSO-15-8B-KEPOGO,3.005551190806492,-0.143681695262928
CSO-15-9B-ALRIHE,3.18312927453245,-0.5637440978549766
CSO-15-9B-AMSAGO,6.229309159177577,-0.2293601600640486
CSO-15-9B-JCAPA,4.214976530431333,-0.021907275713402
CSO-15-9B-KSBEJA,3.4670638504026723,-1.0209104171634031
CSO-15-9B-RMCHLU,2.6577224278181326,-0.3813749397501303
CSO-16-10A-MSACO,8.294415964991519,-0.7943960531590113
CSO-16-10A-YKMUJO,0.9291961377480944,1.0198177596474134
CSO-16-10B-JESUGU,1.4140838360298262,-0.9531486247350588
CSO-16-10B-LTVIFA,1.769893448696098,-0.1016771478784382
CSO-16-10B-VVILI,1.7751467673591632,0.0396293219596547
CSO-16-10C-ACALGU,2.92367125960486,-0.5222833524077849
CSO-16-10C-MAVAVE,2.4352342438015917,-0.1563147384010473
CSO-16-11A-JAVABO,1.2595063604567949,0.1674377277891757
CSO-16-11A-JDMUVA,1.1894505943921607,0.1692234433724048
CSO-16-11A-VZAOR,6.372244415149855,-0.0419328094119539
CSO-16-11B-KRORE,3.235409674404613,-0.8489377654958197
CSO-16-11B-LLOZA,1.0665763452059962,0.318183391521749
CSO-16-11B-YAROMO,4.5808421930560765,-0.2047979903105281
CSO-16-9A-JALEMO,4.720761674105494,0.0708588868904087
CSO-16-9A-JPROSO,2.717085004482428,-0.0160328605747399
CSO-16-9A-JSMAGU,3.3532311735572087,-0.4994780131353343
CSO-16-9B-SJPAJI,0.7378858762165682,-0.4849874357697688
CSO-17-10A-YVGOCA,2.808782356639941,-0.7936806864921819
CSO-17-10B-EHECO,3.650513621631765,-0.7469115812049427
CSO-17-10B-YCQUVE,1.6021628716783334,0.3427604450416
CSO-17-11A-DJAPA,0.9032278489106932,-0.5754937176976638
CSO-17-11A-JDAMO,2.675867449861703,-1.1230273783874662
CSO-17-11A-NPAHE,3.003668416235721,0.8963997378116958
CSO-17-11A-RLPAIG,1.9283290253796224,-0.4120257418644303
CSO-17-11A-SPUVA,5.100394850384781,-1.029056416603707
CSO-17-11B-CDBEBU,3.764320485372202,1.3998623815129874
CSO-17-11C-JDAAG,2.6983061781902404,0.4236499046105558
CSO-17-11C-MAPAMA,2.3853590109804386,0.0791190119198255
CSO-17-11C-MCAAG,2.26259579714524,0.6275248046977062
CSO-17-11C-SARJA,4.113627540186202,-0.50088040063291
CSO-18-11A-ADBAHO,1.9576470429578163,-0.5517019373703158
CSO-18-11B-YLLRE,2.423971497746773,-0.055988096643234
CSO-18-9B-MAMOLO,5.962923920793923,-0.0925311452595786
CSO-8-3A-DAPAVA,3.200240771233705,-0.030447435266197
CSO-8-3A-KVPECO,4.04141395755294,1.375506606536312
CSO-8-4A-ARAGR,5.632417826998056,-1.2331346972385215
CSO-9-2A-EXMOCO,3.5693675391484123,-0.315519353322671
CSO-9-4A-AGAPE,4.388736660192334,0.2092971084967926
CSO-9-4A-DKVIMO,1.0711994719314724,-0.4235411162935668
CSO-9-4A-DSMOMU,2.02028190419874,0.4140808500735893
CSO-9-4A-DVGATO,3.0315883586007204,0.7292731499029378
CSO-9-4A-FAGIGA,4.883362741549897,0.422479619750239
CSO-9-4A-GSBRCO,3.91359353064262,-1.1458071230780873
CSO-9-4A-KEMOCO,3.5260363199612224,-1.0162117034673794
CSO-9-4A-LCOMO,5.040619695839242,-1.933156997425845
CSO-9-4A-MLORO,1.6751273979429406,0.7886178927807043
CSO-9-4A-MPAME,1.466109744427838,0.9357793719331652
CSO-9-4A-NSARPA,3.347475800417117,-0.1373239659880543
CSO-9-4A-SLOCA,2.5848060457620163,-0.0801316674515592
