subject,edges_T2W20,l1_T2W20,lcc_T2W20,z_l3_T2W20,z_asp_T2W20
CDMS-11-6B-VZAPE,0.5283025107261066,1.4876535501392545,0.015060953692323548,-0.7849482776486775,-0.11831700936564404
CDMS-11-6B-YLNIME,0.5283025107261066,-0.9475782693391982,0.9780641181652913,-0.17666664594681075,-1.2492031126663057
CDMS-11-7C-ICARE,0.5283025107261066,-0.9475782693391982,-0.10705259426594489,1.2918671645016904,-0.6828407542492375
CDMS-11-7C-SALMA,0.5283025107261066,-0.6697689825790858,0.07279760897697019,-1.3718419346482476,-0.623341922427134
CDMS-11-7C-SPGAVE,-1.1213071534060295,0.3485935055444944,0.21314789735613002,0.5629215210415521,-0.25960169360098206
CDMS-12-5A-SRIGO,0.5283025107261066,-0.7370307857742523,0.477091415610057,-0.18483966809013588,0.42122448292466264
CDMS-12-6A-FAROPA,0.5283025107261066,0.9607364949951118,0.25313773703105974,-0.2865285812170441,-0.07707517583426102
CDMS-12-6A-JGIGA,0.5283025107261066,-0.6521912313440821,0.6474582859686776,-1.034190319241134,-0.9998987167075196
CDMS-12-6A-JSOTGU,-2.3126919108347876,-0.9475782693391982,0.0213462098372346,-1.1288899940642294,-1.7399018268824114
CDMS-12-6A-SROAL,0.5283025107261066,-0.1745065098803949,-0.4380101375670981,-0.08766724999273523,-0.24833820346339322
CDMS-12-6B-IJDAGA,0.5283025107261066,1.163772310037658,-0.07769773350675671,0.004843147698168215,1.3404593676123289
CDMS-12-6B-SCLAG,0.00011763235139446802,0.887883855734017,-2.2066443064320147,1.062693124596497,1.748747259247404
CDMS-12-7C-ARAHE,-2.1232922827307346,-0.9475782693391982,-0.07083754695479118,-1.3135980778444172,-0.36596031195046735
CDMS-12-7C-CATRAR,0.5283025107261066,-0.9475782693391982,0.5398798417923814,1.3338193964142504,-1.4770425494839512
CDMS-12-7C-DLOLO,0.5283025107261066,-0.9475782693391982,0.4725614404508371,-0.7258430879502584,-0.5914348784986664
CDMS-12-7C-JSZAOR,-0.22489135917608336,2.335622392371224,-0.6410905540868597,0.4840013382585146,2.0770865672333576
CDMS-12-7C-MAROBE,0.5283025107261066,-0.16894983955185008,1.0127564243929872,1.3954583391278734,-0.3950521534365738
CDMS-12-7C-VMAPA,0.5283025107261066,-0.9475782693391982,1.4168664665042123,-0.9814902441234655,-2.1618709808453347
CDMS-12-7C-VQURA,0.5283025107261066,-0.28197654710162634,0.20645714081477054,-0.7448995303642205,-0.8046570626464943
CDMS-13-6B-ASUMO,-2.261037466806406,-0.9475782693391982,-1.3865511666227992,3.7932372437091146,0.26453078152760984
CDMS-13-6B-JDTAHE,-0.4359137778036439,0.6100925341109832,-0.19654266985300922,-0.23218518118237358,0.6638935598997295
CDMS-13-7C-MVEAR,0.5283025107261066,0.5750353285737713,-0.29797072090627585,-1.0536973916800731,1.7561703184497977
CDMS-13-7C-RAIZAC,0.5283025107261066,0.17343515758723857,0.19976638427341398,1.6354458822288203,0.5705257005521777
CDMS-13-7C-SSOSLO,0.5283025107261066,-0.8371394465593692,0.0682193065111485,1.772733485941747,1.7860415979870334
CDMS-14-10A-IMORTO,0.5283025107261066,-0.9475782693391982,0.8233448939278633,0.1688635998899134,-1.4539575279456394
CDMS-14-10A-JCVANI,0.5283025107261066,-0.19383750625738175,-0.008960778697128304,1.3381249809635307,-0.03146713177795811
CDMS-14-6B-KDCAHE,-1.1154156903198433,1.2243852453307733,-1.8404364496588637,0.8068042778414628,-0.7306846003071343
CDMS-15-10A-AMALOS,0.5283025107261066,0.17171581184041895,0.7627750758148197,0.1496920402895811,0.5149031255576427
CDMS-15-10A-JJMACH,0.5283025107261066,-0.7391575280324839,1.1568824866844651,0.055620193474030806,-0.34681778928613916
CDMS-15-10A-MAALCA,0.5283025107261066,-0.4095689583659026,0.3993841849384811,-0.5741550491938677,-0.2013027554124478
CDMS-15-10A-MAALRI,0.14727502359912292,0.7516637744908382,0.22306595999390572,-0.3989733958654512,0.467013149691187
CDMS-15-10A-SGOMO,0.5283025107261066,-0.3704131395667584,0.2031351567977354,-0.8757012977136635,-0.609533190142578
CDMS-15-10A-SHEGA,0.18005158163154666,0.4770429607131485,-0.6343479312157243,-0.1734373961070795,0.4837491324190103
CDMS-15-11B-JEMOLO,-0.19141607606932448,1.0554547497453313,-0.6700319661029601,1.2252698842635763,1.6009966625099512
CDMS-15-11B-VSAHO,0.5283025107261066,0.4258692472903424,0.6049507289396937,-0.5203274111145884,0.496758716182509
CDMS-16-10A-SGALO,0.5283025107261066,-0.9475782693391982,1.505279855757655,0.28387726080699666,-1.5069018529410099
CDMS-16-11B-NGABE,0.5283025107261066,-0.16978052422089768,0.5183910606482945,0.31428534456647195,-0.15592164767212596
