subject,edges_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20
CSO-15-9B-AMSAGO,0.5283025107261066,-0.23052865039629802,0.6373179816500311,0.2995270742068063
CSO-15-9B-JCAPA,0.04490943004260792,0.039188134924265525,-0.10592191925693033,-0.03987722899007269
CSO-15-9B-KSBEJA,-0.6602235959085448,0.5520981813506549,-0.7859466691843492,-0.8509516138955168
CSO-15-9B-RMCHLU,0.5283025107261066,0.6947297401676547,-0.9818684536928474,-0.8747857250067941
CSO-16-10A-JEGAHE,-1.4603935843665181,0.762804767384401,0.0836914266257731,-0.2012279953460653
CSO-16-10A-MSACO,0.5283025107261066,0.1680127086082734,1.0161691893275688,1.1201332196612033
CSO-16-10A-SMOUT,-2.8808907951469713,2.4086651567613937,0.1347075221137407,-1.1594940920983172
CSO-16-10A-YKMUJO,0.5283025107261066,0.5436425431785564,-0.8934000023405098,-1.0289783868722602
CSO-16-10B-JESUGU,0.12458225082008482,0.7988279183214765,-0.1882133903408327,-0.27560341753877504
CSO-16-10B-LTVIFA,0.5283025107261066,1.0744928616918108,-0.31517345842387834,-0.4002260416234213
CSO-16-10B-VVILI,0.5283025107261066,0.2618032317475255,-0.7377506899968816,-0.7410517212962582
CSO-16-10C-ACALGU,-0.19543685029722271,0.7168000180676403,-0.5624997861143619,-0.4664713381996312
CSO-16-10C-MAVAVE,0.5283025107261066,1.2725003611540853,-1.3136408370090975,-1.3733268822033613
CSO-16-11A-JAVABO,0.5283025107261066,0.593090243698525,-1.01942353693674,-0.8678270622923592
CSO-16-11A-JDMUVA,0.5283025107261066,-0.0037060423261418354,-0.3727336970449143,-0.41766629976045283
CSO-16-11A-VZAOR,0.5283025107261066,-0.36198408184534486,0.16930331864722387,0.16512992659800646
CSO-16-11B-KRORE,0.5283025107261066,1.1385503056143411,-1.5914708909537334,-1.3610037234123122
CSO-16-11B-LLOZA,0.13333499358227024,0.5327646989157224,-0.01482794369838431,-0.20982070897134905
CSO-16-11B-YAROMO,0.2660568718127938,-0.08641609239347962,-0.08096403721974745,0.016212175683486218
CSO-16-9A-JALEMO,0.5283025107261066,-0.5971219404222823,-0.0741279091719708,-0.1642967991808929
CSO-16-9A-JPROSO,0.5283025107261066,-0.14740286988126036,0.34645400932961073,0.22989475138082804
CSO-16-9A-JSMAGU,0.5283025107261066,0.3453586466873623,-0.30165416567480485,-0.10701579067715648
CSO-16-9B-SJPAJI,0.22749133667847707,0.8766988917608435,-0.6571167161018102,-1.0847937251911566
CSO-17-10A-YVGOCA,-0.023184641694533395,0.6465540150758813,-1.5199204497201733,-1.3914129142934997
CSO-17-10B-EHECO,-0.18350708061002804,1.8358469649641118,-1.3874154728095889,-1.3571198244721299
CSO-17-10B-YCQUVE,-1.3881079274865673,-0.3004759889674968,0.05537541283132622,0.1117120138600501
CSO-17-11A-DJAPA,-1.3656937703144976,0.7388782218291262,-0.3388168687669348,-0.32708069562318726
CSO-17-11A-JDAMO,0.5283025107261066,1.6037644913848847,-1.4952214119441536,-1.6447730721252622
