subject,re_T6W40,pe_T6W40,l2_T6W40,l3_T6W40,lcc_T6W40,y_true,y_pred
CSO-11-6B-LHFDLACH,-0.812078177258271,-0.6494629499542091,0.14189754723513875,-0.5038795370202074,0.015859742645493367,6,6.296332246884942
CSO-11-6B-RJGIHE,0.14882267573500338,0.15817721491797995,-0.022654546563922587,-0.18023461661759316,0.043192759653548185,8,8.251299108362018
CSO-11-6B-SFLVA,-0.1921607174281138,-0.6472971085330109,0.1365394058946086,-0.5577893906824772,-0.049693696984853396,8,6.793594113503152
CSO-11-6B-VCOMA,0.1194955488720054,0.1584879287410649,0.18634386431263295,-0.12837075976922624,0.0631265122079001,9,8.503078715601374
CSO-12-6A-DGISE,-0.18650559970211103,-0.8193138295948661,0.13162683599657884,-0.1746589280240427,0.027736197938773768,5,7.082880297851331
CSO-12-6A-FJOVRE,0.1344547103578649,0.16621644451634124,0.04162109551769715,-0.1695793261394266,0.024737027348530043,7,8.301445572838007
CSO-12-6B-GQULO,0.12284250117810795,0.1669916806865063,0.19887614662654143,-0.1470247644911427,0.02869732208176624,7,8.474378507318779
CSO-12-6B-LJHEFE,0.1517972219070032,0.12293534644494086,-0.011740502705955662,-0.13753652779266237,0.004204269037618972,6,8.233655428127944
CSO-12-6B-VPAMA,-0.17175188631165866,0.16084280913419216,-0.09428128206666188,-0.22512895285208903,0.03441934982545801,9,7.80809565896624
CSO-12-7A-DALRE,-0.35158225520795006,0.1917361842111473,-0.007585444490236701,-0.24451363792773925,0.04392787117512459,11,7.735978338997345
CSO-12-7A-ESALA,0.11421960057603091,0.14956707722802215,-0.057063161146949204,-0.1542207270984062,-0.03749721409533772,7,8.11900119670036
CSO-12-7A-IMERO,0.12064591710607263,0.15008373842042436,0.2051745658829525,-0.12335001927199059,0.05989500680086999,10,8.516444830175327
CSO-12-7A-JHEZA,0.13467175103529608,0.15711461956816578,-0.00829637202305885,-0.1263910353103877,0.01186329444768493,10,8.272957878954701
CSO-12-7A-LSARAR,-0.06971249083405617,-0.4595656463697683,0.11800898191862996,0.46720622170644344,-0.021951407647039494,8,8.137981280011212
CSO-12-7A-SCAHO,0.03921215004939894,0.13023941598730693,-0.02642876869295923,-0.13176185914448582,0.052875158045661605,8,8.168131717481922
CSO-12-7B-DVAGRO,0.13009656538601155,0.15175407680448497,0.2080062145925785,-0.12831655839946768,-0.010925416339770167,12,8.454610503280833
CSO-12-7B-SMUGU,0.1638499321110699,0.15002309127837044,-0.05028493982042943,-0.15880562053064304,0.07384112644164005,7,8.282619210717007
CSO-12-7B-SSARA,0.1587206150018171,0.10493041205260242,-0.02555943502936215,-0.09214078664461967,-0.04139620411336135,8,8.208550222504073
