subject,l1_T2W40,l2_T2W40,l3_T2W40,z_l1_T2W40,z_l3_T2W40,y_true,y_pred
CSO-17-11A-NPAHE,1.1845623944574761,2.891569790297418,-1.0876037405545382,-2.1776986303785026,1.6891711604665987,17,16.914593271113876
CSO-17-11A-RLPAIG,-0.6374038674744363,-0.02236356988613562,2.3863941402218436,-0.07719582765029494,-1.7432426821374685,4,14.320780489898933
CSO-17-11A-SPUVA,-10.820910850758876,-1.1390303630740648,6.385201472281524,7.905301424517905,-4.856955445453586,6,11.888198534338326
CSO-17-11B-CDBEBU,5.704090942446711,3.873719002846898,-1.3534319831606987,-6.428604366416066,1.6968391482158989,13,17.907205040758168
CSO-17-11C-JDAAG,5.704090942446711,0.8751865773045445,-2.2512633648821745,-5.21162891010412,1.7344404177068324,7,15.265417959297219
CSO-17-11C-MAPAMA,2.049030943865503,0.13202796477904166,-1.852700422490973,-0.9642757727816131,0.9861131680340554,7,14.76478817823144
CSO-17-11C-MCAAG,4.372327059984942,0.38418546655503144,-2.179473596009453,-2.690324876341505,-0.06314343304046659,12,14.238162917973973
CSO-17-11C-SARJA,5.704090942446711,-1.165986244020795,-1.9922743063018908,-4.726675330320831,0.9508120928428191,8,13.184559451471438
CSO-18-11A-ADBAHO,2.922184165748792,-1.2056849050514336,-1.003113602814578,-1.4774072674958167,-1.0585344417292364,19,12.592036245483152
CSO-18-11B-YLLRE,4.5762908978394465,-0.2551821290836191,0.20314696319907175,-3.1753094458211844,-2.665981929423622,22,13.097556653535518
CSO-18-9B-MAMOLO,-6.354957839404919,0.8200864178412993,4.122142265753716,5.783731291685739,-3.4329402450721225,10,15.352654187629138
CSO-8-3A-DAPAVA,-3.7818598345829337,0.39924703293349156,4.89555578282028,3.8000014138445226,-7.075918692463278,9,12.651617999377507
CSO-8-3A-KVPECO,-0.7156939268561797,4.077969364769982,-4.267505288222138,-0.7000071007603689,5.292749235447155,23,18.102104581203875
CSO-8-4A-ARAGR,5.704090942446711,-1.8055757828477514,-3.2025035520041496,-6.131488506964821,4.058704676484373,26,13.037820073939786
CSO-9-2A-EXMOCO,0.7567337954609968,-0.5259920297501007,-3.157647348768947,-0.29819200348974106,2.5815711864737794,17,13.771065896751413
CSO-9-4A-AGAPE,1.9672012424047296,0.17540715315874608,-2.922525144416314,0.1658253565394555,2.3209778507706824,4,16.121478755282727
CSO-9-4A-DKVIMO,2.4286904989248277,-0.015085152690374026,0.317534654066991,-2.4842562249058258,0.37322054927527304,4,15.034696621496318
CSO-9-4A-DSMOMU,2.5231164576569904,0.889879850493812,-0.9089555869057063,-1.4600154154077225,-0.4483794795349889,21,15.01023812312781
CSO-9-4A-DVGATO,-2.2043396936510526,2.106756028867365,-1.2619272658520058,1.7049430969177057,1.63967126230365,9,16.39969572541109
CSO-9-4A-FAGIGA,1.7855209572878037,1.3789098833762083,-0.3878561062851819,-1.7728622724011456,0.9862627995791076,26,16.40456755838222
CSO-9-4A-GSBRCO,-4.746721635488227,-1.7009436529995563,2.1630337363837264,3.625710715638562,-1.6135466455409846,10,12.142124814818946
CSO-9-4A-KEMOCO,-1.0213979682515557,-1.8055757828477514,0.08240440061626779,1.9570411579288987,-0.7280412691802618,14,12.899022835091023
CSO-9-4A-LCOMO,-15.63735605550614,-0.40718150690363203,4.139989990569988,3.7722294064212205,6.6580952455264635,10,12.940369376933322
CSO-9-4A-MLORO,-1.7187853126847565,3.8887009087344846,2.9847934666486493,-1.181975506802014,0.16962841597794928,10,18.556954268699737
CSO-9-4A-MPAME,-17.83512024499722,1.6223720902740644,-4.267505288222138,22.57420931169241,4.532461232263683,31,21.041009397836223
CSO-9-4A-NSARPA,5.704090942446711,-0.06214291925220246,1.3491686410820458,-5.5637230232701125,-3.2230959058345254,11,12.61889003199734
CSO-9-4A-SLOCA,-16.50836470534129,2.6486139847899084,-1.4529961544169645,8.25091174332011,4.512624697880727,8,11.865381863057916
