subject,pe_T6W30,z_l2_T6W30,y_true,y_pred
CDMS-11-7C-SPGAVE,-0.05106342971875947,0.2097557115215543,8,8.268261517928568
CDMS-12-5A-SRIGO,0.49255092417956026,-0.14740544485754806,10,8.454714715447786
CDMS-12-6A-FAROPA,0.6865372206792556,-0.3364353370440079,14,8.45967111976102
CDMS-12-6A-JGIGA,-0.5964580749159144,0.33344759368406107,7,7.84655875489392
CDMS-12-6A-JSOTGU,0.5554001069127444,-0.8629840177115122,8,7.8019853253270055
CDMS-12-6A-SROAL,0.4026238653027784,-0.24279116233220038,10,8.269401939096351
CDMS-12-6B-IJDAGA,0.10048266419504362,-0.04812824942766964,11,8.161923650893147
CDMS-12-6B-SCLAG,-0.26873076027400067,0.2606026778815029,9,8.101441153733276
CDMS-12-7C-ARAHE,-0.2973585746670137,0.5382537264130887,13,8.350464387871849
CDMS-12-7C-CATRAR,0.3820505482831262,0.1339758401341189,8,8.625595624543019
CDMS-12-7C-DLOLO,0.8392914973858334,-1.1846880359717542,9,7.764172697539853
CDMS-12-7C-JSZAOR,0.17267588216185537,0.17896284735306436,5,8.461207965640693
CDMS-12-7C-MAROBE,0.03961465725074178,0.45878290239388575,8,8.6079667957704
CDMS-12-7C-VMAPA,-0.6817952041631594,-0.06355655206919135,7,7.364217479893423
CDMS-12-7C-VQURA,0.16651135499564904,0.022724320142910304,9,8.298804911264332
CDMS-13-6B-ASUMO,0.22814710615243658,0.3793194301451092,7,8.71703577242332
CDMS-13-6B-JDTAHE,0.12375155263062758,-0.1653625463467063,8,8.067958242409695
CDMS-13-7C-MVEAR,0.4484502401134326,-0.8384464888520895,11,7.719572987387116
CDMS-13-7C-RAIZAC,-1.1864949620429857,1.3459071638637063,8,8.268981437946493
CDMS-13-7C-SSOSLO,0.3596818741814738,-0.554204575519497,10,7.91504653478775
CDMS-14-10A-IMORTO,-0.2802736451886121,0.49600386270477564,10,8.325299453641938
CDMS-14-10A-JCVANI,0.04511875722761978,0.322371305308461,9,8.477059298661853
CDMS-14-5A-LSDUCO,-0.9481141444868856,0.2926072266087231,5,7.454062318247611
CDMS-14-6B-KDCAHE,-0.6776309928807255,0.4229385363933804,7,7.8548767796384285
CDMS-15-10A-AMALOS,-0.42410780435678014,0.5083918539567006,8,8.193853285725694
CDMS-15-10A-JJMACH,0.4479479308582942,-0.22224731162794661,8,8.33526985535612
CDMS-15-10A-MAALCA,0.1232330258688319,0.37583533246717665,10,8.608637594461781
CDMS-15-10A-MAALRI,-0.12013684344888075,0.8325992922322539,10,8.822031684909147
CDMS-15-10A-SGOMO,0.8146373024420607,-0.5708427804169293,9,8.353363758150905
CDMS-15-10A-SHEGA,0.36851894396066326,-0.013550856341409243,9,8.464537323745027
CDMS-15-11B-JEMOLO,0.15241937515096893,0.06499297513949596,9,8.326981586416238
CDMS-15-11B-VSAHO,0.11984380037426991,-0.34531506553213603,9,7.8840979709679075
CDMS-16-10A-SGALO,0.30212642490546393,0.1582489831244852,8,8.569944644155722
CDMS-16-11B-NGABE,0.3028514818014858,0.1267398164351983,10,8.539160534362457
CDMS-17-10A-ASSAMO,0.7480934114108319,-0.3978431311044925,7,8.459819516432113
CDMS-18-7C-VVECA,0.1370869389855237,0.04916752078703437,8,8.295823695898331
CDMS-8-4A-DBEVA,-0.41714945951557625,-0.474638334380927,9,7.21778144222927
CDMS-8-4A-DJAVDA,-1.0124979542691221,-0.07870302367310886,8,7.018368258183543
CDMS-8-4A-DOSTR,-0.30365907970078704,-0.06910494952269262,9,7.736805206902294
CDMS-8-4A-LGOPA,-1.1043361211713445,0.28456433469284736,8,7.289797449647276
CDMS-8-4C-JDBUTU,-1.586548918133092,0.4427316984319773,6,6.965752016424658
CDMS-9-4A-ACDUTR,0.442184697112112,-0.7766761453348912,7,7.775077787902994
CDMS-9-4A-CARGA,0.4839514502903104,-0.799652253412285,8,7.793868433003799
CDMS-9-4A-CRAAG,-1.7080998827312945,-0.3778078749753683,4,6.023661478419111
CDMS-9-4A-EROHI,0.5673292331734205,-0.5819660240524624,5,8.094932445246732
CDMS-9-4A-ILOSE,0.5910353053779858,-0.9654884067735824,7,7.735116134730177
CDMS-9-4A-TGAFR,-0.4865739163754398,-0.0991322420390426,6,7.523863077711291
CDMS-9-4C-SCAMO,0.8490598311837076,-0.3607884796083351,2,8.597840587701146
CDMS-9-5A-ABERO,-0.5349137861096817,0.33260933237759915,8,7.907264782393691
CDMS-9-5A-PAGACO,-0.11821176412658352,0.39037483496517794,9,8.381732306964368
CDMS-9-5A-VVAAR,-0.46385796738122714,0.19750833333996184,11,7.843219602084508
CDMS-9-5C-JDMADE,-0.7743285244363783,0.39134610385889873,12,7.726586815548294
CDMS-9-5C-LVIZAC,0.3758890601565074,-0.44228752084910034,8,8.04317077543318
CDMS-9-5C-MLOGO,0.30564615613318014,-0.7693503020284378,5,7.645865090230515
CDMS-9-5C-SCAAG,0.2853612543433942,-0.28549226746066886,9,8.109438223008498
CDMS-XX-10A-VGILO,0.8174637938271595,-0.8294895483825779,8,8.097543481570355
CDMS-XX-5C-MJSARU,-0.16755238633111183,0.7687435197320736,9,8.710760369526735
CDMS-XX-5C-MPCAQU,0.3060565628532192,-0.5746044445595946,5,7.841021354419398
CDMS-XX-6A-MAGICA,0.4714748345071556,-0.08662260985410483,7,8.494421460778824
CDMS-XX-6B-SPUCA,-1.1127695004472873,0.9129254223826081,10,7.909725158061094
CSO-10-4A-ICAPA,-0.26242851956711305,-0.10622549305664039,8,7.74091522350202
CSO-10-4A-KCOMO,-0.5884409121275156,0.36483484903725716,7,7.885963173035515
CSO-10-4A-LRAVI,-0.7802878536259487,0.1611326109874305,3,7.490413993487255
CSO-10-4A-LSCAVA,-1.4148307192677687,1.2192083046063271,8,7.913946821464331
CSO-10-5A-ACAVA,0.5045151815765467,-0.3040912611318859,6,8.309993156570433
CSO-10-5A-ARACA,0.7210387632170019,-0.9457462715425203,7,7.884861727800255
CSO-10-5A-DABRZA,-0.44633621404117907,-0.10622628308353507,6,7.557006739001059
CSO-10-5A-GZAMA,0.10350408815716836,-0.0954885178417582,6,8.117584806441183
CSO-10-5A-IPECA,0.4084845920370479,-0.3713683312415561,7,8.146685496921265
CSO-10-5A-JANORO,-0.290023102951797,0.5246892151972926,7,8.344235348371269
CSO-10-5A-JBUVE,0.19182173372576863,0.009997720088111254,9,8.311388689939653
CSO-10-5A-JJSEMO,0.09979539744800106,-0.7112363582810788,10,7.498128275292696
CSO-10-5A-JLCARI,0.3790804365454135,-0.16442278070258537,9,8.324226891968602
CSO-10-5A-MAARAN,0.4362032281519651,-0.819465508499806,9,7.7263069557779325
CSO-10-5A-MAOSMO,0.561937502523818,0.12334615194581088,7,8.794852890595402
CSO-10-5A-RVMOIB,0.5541996067292531,-0.28619256024920464,4,8.37757628260582
CSO-10-5A-SVHEES,0.3633943576683657,-0.43402112777822344,6,8.038942466015916
CSO-11-5A-MDVOSPE,0.4424963260610848,-0.4294757235273114,7,8.122589838659547
CSO-11-5A-MTAGA,0.17185482046688072,0.03506484365205403,6,8.316488900244709
CSO-11-6A-CAPAMU,0.7699244187011404,-0.6565259920482615,9,8.222967662778652
CSO-11-6A-DSCACH,0.8443599413701178,-0.8375597743839303,7,8.11636940311196
CSO-11-6A-EROMO,-1.177724818994606,1.6330678615905836,7,8.564912278721751
CSO-11-6A-FSOVRE,-0.3196594795530551,0.09720190105873386,7,7.887111657631452
CSO-11-6B-ANREVA,0.40529865702572637,-0.42402015994072434,11,8.090847733210776
CSO-11-6B-DISEMO,0.12707567954999677,0.5368431536898097,8,8.77348806936558
CSO-11-6B-LHFDLACH,-0.47143590334352226,0.6284251473906435,6,8.266558480172895
CSO-11-6B-RJGIHE,0.08605867487240097,-0.3917025712122534,8,7.803925339785921
CSO-11-6B-SFLVA,-0.8001377554182957,0.2467450120412868,8,7.556176492748764
CSO-11-6B-VCOMA,0.12211864817900762,0.4162139714040875,9,8.647901855708868
CSO-12-6A-DGISE,-0.44633621404117907,0.3783447713215263,5,8.04157779340612
CSO-12-6A-FJOVRE,0.04271416199061289,0.0648337298739267,7,8.217117127990313
CSO-12-6B-GQULO,-0.07791214714443316,0.10030226698990753,7,8.131959355971247
CSO-12-6B-LJHEFE,-0.11014610515043699,0.4352205862113175,6,8.434643717186654
CSO-12-6B-VPAMA,0.8053469700639685,-1.1065292894978396,9,7.808386916691902
CSO-12-7A-DALRE,0.24670321004334272,-0.6210563235186708,11,7.735216122650446
CSO-12-7A-ESALA,0.5069645382539766,-0.8230290387164809,7,7.7935047356632685
CSO-12-7A-IMERO,-0.29080631737972384,0.2742592566504074,10,8.093022175396456
CSO-12-7A-JHEZA,0.07186460600415302,0.35629419359490266,10,8.537728035724829
CSO-12-7A-LSARAR,-0.35552437568963524,0.08905529925465312,8,7.843100159690791
CSO-12-7A-SCAHO,0.03319155439484143,-0.23409153155711096,8,7.908669258963504
CSO-12-7B-DVAGRO,-0.12978390685362148,0.2698761853273471,12,8.249661514599499
CSO-12-7B-SMUGU,0.672820714316382,-0.5514332141606526,7,8.230956736281502
CSO-12-7B-SSARA,0.46272473267903536,-0.03965520388349324,8,8.532638764921316
CSO-12-7B-VHOMA,0.4152249972447844,0.05576192854603798,9,8.580556161916595
CSO-12-8A-YTOME,0.28305394268962536,0.14533649689861408,10,8.537959675714013
CSO-13-6A-ANASA,0.2421993971530069,0.40277836432855324,10,8.754546997607333
CSO-13-6B-JETAVE,0.5654321711563743,-0.7894920931706417,5,7.885509314111506
CSO-13-6B-LFMIES,0.45076413033837437,-0.24983872019091327,14,8.310494646273234
CSO-13-6B-LJMAHU,-0.5155094855366471,0.48206148093717655,10,8.076121231526303
CSO-13-7A-CAPAMU,-0.7800170872534357,1.0477342113548653,3,8.377286360227203
CSO-13-7A-CDDITR,0.41604144947059435,-0.1012578090369888,13,8.424352876559379
CSO-13-7A-JJATFL,-0.20039574264190824,0.018424689692050286,6,7.927598183175915
CSO-13-7A-KRAMA,0.07618417892602676,-0.48560512078892404,9,7.700148294262876
CSO-13-7A-RXCHLU,0.4040862561640913,-0.3409685206942754,8,8.172686971595589
CSO-13-7A-YAMEZA,0.1951251464515602,0.5660701344804414,7,8.870764517057776
CSO-13-7A-YBOSO,0.10597307607310276,-0.5952345583111264,10,7.62030775388775
CSO-13-8A-KIGAGU,0.14559164967104413,-0.08002387260557192,7,8.175137013191245
CSO-13-8A-MBUAN,-0.07477376142094415,0.2720364485500168,7,8.306831923254846
CSO-13-8A-MGAAN,-0.19668703634332677,1.1349462644982873,10,9.047828464280734
CSO-13-8A-MGAHE,0.792126682897989,-0.8018009212779952,9,8.099894997745768
CSO-13-8A-MJAGA,-0.2587159105290048,-0.32584876480656644,6,7.525004560790202
CSO-13-8A-VHODU,0.36289121793890616,-0.2202760031074596,8,8.25218445095722
CSO-13-8B-FCJISA,-0.15547510859637975,-0.06007418210760665,3,7.894019945421787
CSO-13-8B-JEMABE,0.2738522695812958,-0.6720073790277645,5,7.711414126679305
CSO-13-9B-DMLLLU,0.6019756868327851,-0.8784069445894706,7,7.833137978369088
CSO-14-7A-MVEBE,0.570701611037616,-0.5475484187217515,10,8.132722428441637
CSO-14-7B-EALHU,-0.14395585689559548,-0.05171911310839493,5,7.913894266121783
CSO-14-7B-EVEGO,0.28330964476034604,0.2462231923934865,8,8.639102073279606
CSO-14-8A-AQUMA,-0.6932015220237396,0.37101983026185237,8,7.787387544363886
CSO-14-8A-MCIDOS,-0.0863193212878259,-0.25919823996161756,6,7.76405167487633
CSO-14-8A-SZARA,0.010193352757292315,0.46582870559038625,11,8.585591294473453
CSO-14-8B-JLLORA,0.5154162003127924,-0.7206444677948008,11,7.904340968643765
CSO-14-9A-AEDCAGO,0.2698406587993174,0.6092591725834373,4,8.988669067508528
CSO-14-9A-HASACA,0.12641671165849183,0.7455944720568484,11,8.981580419841114
CSO-14-9A-JSMAAL,-0.020840710442891878,0.27665887281856677,9,8.365387398501449
CSO-14-9A-MARJA,0.6040435050280221,-0.42777761741829196,8,8.285835123735504
CSO-14-9A-SORZU,-0.3786515542835844,0.3335279098557996,10,8.064445591697988
CSO-14-9B-ERAGA,-0.33645535198425475,0.14460558502350906,6,7.917719469165028
CSO-14-9B-MFEGA,-0.41863515637976995,0.26628292964014233,9,7.957217009386145
CSO-15-10A-LJRAGU,0.8101837614803539,-0.9570216698711179,7,7.96273132773501
CSO-15-10A-MAARLO,0.4813213944484472,-0.46318578125914733,10,8.127704849315073
CSO-15-10A-SFEGA,-0.322308648323208,-0.047858054085879675,9,7.739402533716685
CSO-15-10B-MEBUAR,-0.23656365920523276,0.8758787866044843,8,8.748884363525026
CSO-15-10B-YVBUAN,0.20626811498202613,-0.4821355286074062,9,7.833701822500393
CSO-15-10C-ALBAHO,-0.5945712126838454,0.7456588550144811,7,8.260656878456409
CSO-15-10C-SSCAMO,-0.48413172491818696,0.6886430736381085,9,8.314080584845694
CSO-15-11C-JETALO,-2.0649291862588632,1.3445324881280016,8,7.389172537994911
CSO-15-7B-JCRAGA,0.5143868312158854,-0.3874058639854258,12,8.236550203356233
CSO-15-8A-VBMABR,-0.014940237846813354,-0.0620543832343986,11,8.032574615044561
CSO-15-8B-KEPOGO,0.9153768505498711,-0.7452786181430495,5,8.279667468532596
CSO-15-9B-ALRIHE,0.3570913149846652,0.04007670738461334,7,8.506737258495052
CSO-15-9B-AMSAGO,0.7101593076079377,-0.36281170765283793,11,8.456916836080874
CSO-15-9B-JCAPA,0.8020788677556,-0.814811025605812,9,8.096837078275561
CSO-15-9B-KSBEJA,-0.03300727472488532,0.11581543526542284,11,8.192377396666311
CSO-15-9B-RMCHLU,-0.5812150231906601,0.6964318597770405,7,8.224786072712153
CSO-15-9B-SJAGRO,0.2740207293501463,0.5276730747675632,7,8.911263040243483
CSO-16-10A-JEGAHE,0.21766562487514662,-0.10764818926766724,5,8.219586671733254
CSO-16-10A-MSACO,0.6409521454291276,-0.45764562592370805,9,8.292875755631194
CSO-16-10A-SARI,0.06243987834004132,-0.1401241224586094,7,8.031884992007205
CSO-16-10A-SMOUT,0.034703306502142844,0.21228024955276042,8,8.356552792180677
CSO-16-10A-YKMUJO,0.37856495385964517,-0.5530210650964715,7,7.935113124888947
CSO-16-10B-JESUGU,0.7893354621102168,-0.5708368907279094,6,8.32806780750808
CSO-16-10B-LTVIFA,0.6170519874650071,0.28137112828017996,7,9.00799235187096
CSO-16-10B-VVILI,0.05525079432791363,0.5993290074144381,11,8.764149037868124
CSO-16-10C-ACALGU,0.348401064339623,-0.17848058417669924,12,8.279489716288698
CSO-16-10C-MAVAVE,0.3636714063011107,0.01226437801687915,9,8.485505020443764
CSO-16-11A-JAVABO,0.39895643067123765,-0.28453188395280177,7,8.22399378284421
CSO-16-11A-JDMUVA,0.530382559798147,-0.13211987305196887,15,8.50783192287195
CSO-16-11A-VZAOR,0.26504697156477597,0.13973408205191862,9,8.514350289742469
CSO-16-11B-KRORE,0.6170519874650071,-0.5894119085855994,10,8.137209315005181
CSO-16-11B-LLOZA,0.47766449008415396,0.10999270193279975,9,8.697226428142727
CSO-16-11B-YAROMO,-1.185409514761571,2.305471610926904,11,9.229631332291106
CSO-16-9A-JALEMO,-0.06811750696108153,0.7097083199967452,13,8.751160049161436
CSO-16-9A-JPROSO,0.4584274799168988,0.0653130283949609,8,8.633309744437632
CSO-16-9A-JSMAGU,0.09619194717855302,-0.036983121118518314,12,8.168778062185808
CSO-16-9B-SJPAJI,0.7436807037909997,-0.6870942049314145,10,8.166155734985358
CSO-17-10A-YVGOCA,-0.31132591899047773,0.5048812667039225,12,8.303124583839217
CSO-17-10B-EHECO,0.45932160926687504,0.09258070182753747,8,8.661471547220186
CSO-17-10B-YCQUVE,-0.6430675118986647,0.5082208377720889,8,7.974722561999197
CSO-17-11A-DJAPA,0.08287760255919616,0.5122861286804012,9,8.70473296736537
CSO-17-11A-JDAMO,0.6499864141738336,-0.7379013587626847,8,8.021654291536922
CSO-17-11A-NPAHE,0.42489110646363937,-0.07703928777965119,11,8.457421054809762
CSO-17-11A-RLPAIG,-0.4659008623894839,0.5563893635489299,6,8.200057737285219
CSO-17-11A-SPUVA,0.21280945657113595,-0.5077973551063655,9,7.8145813375905435
CSO-17-11B-CDBEBU,0.06631864405049061,0.07545020036994349,7,8.251338080546207
CSO-17-11C-JDAAG,0.5592121790679843,-0.11726518379050417,7,8.551516231403253
CSO-17-11C-MAPAMA,0.1684779789050135,0.20513424041774983,8,8.483181455448536
CSO-17-11C-MCAAG,-0.020476283284447557,0.0009669207298498345,7,8.090059873571176
CSO-17-11C-SARJA,0.18348114026842577,0.40619706349864854,10,8.699247439892847
CSO-18-11A-ADBAHO,0.49590315990783107,0.16195673684491324,8,8.767429132878517
CSO-18-11B-YLLRE,0.3797595822005296,-0.21679560519199229,7,8.272533213134311
CSO-18-9B-MAMOLO,-1.107251473715623,0.5862527716709902,8,7.588570534081141
CSO-8-3A-AIPRBR,0.5173602196614693,-0.5541293269955433,8,8.0728001287917
CSO-8-3A-DAPAVA,-0.9950741758597182,0.3651456250423003,5,7.479640685308356
CSO-8-3A-KVPECO,0.8924500088926844,-1.1587953890822225,8,7.843223855936236
CSO-8-4A-ARAGR,-0.6450433058797053,0.5966879753955483,9,8.061213905641617
CSO-8-4A-JRAAR,0.1876423988435869,-0.8066977500969038,4,7.490513884872456
CSO-9-2A-EXMOCO,0.30909471260017474,-0.5774107199812936,2,7.841253228744654
CSO-9-4A-AGAPE,-0.05539386801322309,0.35186591073783535,9,8.406041278850385
CSO-9-4A-DKVIMO,0.40220899440521884,-0.6995964673789776,7,7.812181763152014
CSO-9-4A-DSMOMU,0.29876641627962924,-0.1186927000379411,12,8.289642952367462
CSO-9-4A-DVGATO,-0.1280999457309867,0.19588877488208814,7,8.177358065276875
CSO-9-4A-EGCAMO,-0.6992154569193038,0.1513303834976722,5,7.561684162704141
CSO-9-4A-FAGIGA,-0.3632330410569507,0.8241771270471197,9,8.570513322115943
CSO-9-4A-GSBRCO,0.09894553944645153,-0.6653812188480974,9,7.543133556724127
CSO-9-4A-KEMOCO,0.364361760709219,-0.7042912791313071,6,7.769639717703685
CSO-9-4A-LCOMO,-0.18053391152700857,0.7341777832579818,10,8.663213107856746
CSO-9-4A-MLORO,0.49376843034290446,-0.9230344022123744,5,7.680303264256303
CSO-9-4A-MPAME,-0.023538112312140848,-0.39673353718562515,11,7.689297586628007
CSO-9-4A-NSARPA,0.21982954359045814,0.3975717234137779,8,8.726970503130008
CSO-9-4A-SLOCA,0.6899861110888246,-1.075604132052399,6,7.723951215162199
CSO-9-4A-YVDITR,0.10522982872538013,-0.7943809037303676,9,7.420418161120786
