"target","window","set","metric","mean","std","ci_lower","ci_upper","t_critical","df","significant","run_name"
"MOT","T7W50","TEST","RMSE","7.720869","0.490829","7.672623","7.769116","1.9659","399","True","W50_z_all"
"MOT","T7W50","TEST","MAE","6.579978","0.357361","6.54485","6.615105","1.9659","399","True","W50_z_all"
"MOT","T7W50","TEST","rho","0.03849","0.179034","0.020891","0.056088","1.9659","399","True","W50_z_all"
"COG","T7W50","VALIDATION","R2","-0.015712","0.025434","-0.018212","-0.013212","1.9659","399","True","W50_z_all"
"COG","T7W50","VALIDATION","RMSE","2.189245","0.188381","2.170728","2.207763","1.9659","399","True","W50_z_all"
"COG","T7W50","VALIDATION","MAE","1.694301","0.125123","1.682002","1.706601","1.9659","399","True","W50_z_all"
"COG","T7W50","VALIDATION","rho","-0.064359","0.125739","-0.076718","-0.051999","1.9659","399","True","W50_z_all"
"COG","T7W50","TEST","R2","-0.016818","0.029641","-0.019732","-0.013905","1.9659","399","True","W50_z_all"
"COG","T7W50","TEST","RMSE","2.160523","0.253589","2.135596","2.18545","1.9659","399","True","W50_z_all"
"COG","T7W50","TEST","MAE","1.665133","0.166106","1.648806","1.681461","1.9659","399","True","W50_z_all"
"COG","T7W50","TEST","rho","-0.052575","0.199491","-0.072184","-0.032966","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","VALIDATION","R2","-0.008197","0.02514","-0.010668","-0.005726","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","VALIDATION","RMSE","3.510769","0.176169","3.493452","3.528086","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","VALIDATION","MAE","2.924988","0.112251","2.913955","2.936022","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","VALIDATION","rho","0.061213","0.121812","0.049239","0.073187","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","TEST","R2","-0.009925","0.032608","-0.013131","-0.00672","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","TEST","RMSE","3.503655","0.27524","3.4766","3.53071","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","TEST","MAE","2.912564","0.177818","2.895085","2.930043","1.9659","399","True","W50_z_all"
"MOT_V4","T7W50","TEST","rho","0.062783","0.181549","0.044937","0.080628","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","VALIDATION","R2","-0.015911","0.029845","-0.018845","-0.012978","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","VALIDATION","RMSE","1.343228","0.076348","1.335724","1.350733","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","VALIDATION","MAE","1.020471","0.054959","1.015069","1.025873","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","VALIDATION","rho","-0.1186","0.124654","-0.130853","-0.106347","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","TEST","R2","-0.018186","0.027746","-0.020913","-0.015459","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","TEST","RMSE","1.345682","0.114515","1.334426","1.356939","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","TEST","MAE","1.029793","0.082702","1.021664","1.037922","1.9659","399","True","W50_z_all"
"COG_V1","T7W50","TEST","rho","-0.117066","0.177576","-0.134521","-0.099611","1.9659","399","True","W50_z_all"
"MOT","T7W50","VALIDATION","R2","-0.011278","0.028496","-0.014079","-0.008476","1.9659","399","True","W50_z_top5"
"MOT","T7W50","VALIDATION","RMSE","7.774314","0.350907","7.739821","7.808807","1.9659","399","True","W50_z_top5"
"MOT","T7W50","VALIDATION","MAE","6.659295","0.257092","6.634024","6.684567","1.9659","399","True","W50_z_top5"
"MOT","T7W50","VALIDATION","rho","0.054691","0.128188","0.04209","0.067291","1.9659","399","True","W50_z_top5"
"MOT","T7W50","TEST","R2","-0.011349","0.03783","-0.015068","-0.007631","1.9659","399","True","W50_z_top5"
"MOT","T7W50","TEST","RMSE","7.725213","0.504126","7.675659","7.774766","1.9659","399","True","W50_z_top5"
"MOT","T7W50","TEST","MAE","6.582997","0.364367","6.547181","6.618813","1.9659","399","True","W50_z_top5"
"MOT","T7W50","TEST","rho","0.059726","0.183004","0.041737","0.077714","1.9659","399","True","W50_z_top5"
"COG","T7W50","VALIDATION","R2","-0.019609","0.029876","-0.022546","-0.016672","1.9659","399","True","W50_z_top5"
"COG","T7W50","VALIDATION","RMSE","2.193283","0.188331","2.17477","2.211795","1.9659","399","True","W50_z_top5"
"COG","T7W50","VALIDATION","MAE","1.697646","0.12573","1.685287","1.710005","1.9659","399","True","W50_z_top5"
"COG","T7W50","VALIDATION","rho","-0.056114","0.12751","-0.068647","-0.04358","1.9659","399","True","W50_z_top5"
"COG","T7W50","TEST","R2","-0.021248","0.039314","-0.025112","-0.017383","1.9659","399","True","W50_z_top5"
"COG","T7W50","TEST","RMSE","2.164732","0.25238","2.139924","2.18954","1.9659","399","True","W50_z_top5"
"COG","T7W50","TEST","MAE","1.669268","0.165125","1.653037","1.685499","1.9659","399","True","W50_z_top5"
"COG","T7W50","TEST","rho","-0.043985","0.198251","-0.063472","-0.024497","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","VALIDATION","R2","-0.012543","0.030742","-0.015565","-0.009521","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","VALIDATION","RMSE","3.518178","0.178585","3.500624","3.535732","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","VALIDATION","MAE","2.929779","0.112816","2.91869","2.940869","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","VALIDATION","rho","0.058347","0.121803","0.046374","0.07032","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","TEST","R2","-0.01392","0.03809","-0.017664","-0.010176","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","TEST","RMSE","3.510677","0.281471","3.483009","3.538344","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","TEST","MAE","2.918543","0.182895","2.900565","2.936521","1.9659","399","True","W50_z_top5"
"MOT_V4","T7W50","TEST","rho","0.06525","0.185767","0.04699","0.08351","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","VALIDATION","R2","-0.017166","0.030072","-0.020122","-0.01421","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","VALIDATION","RMSE","1.344027","0.076006","1.336556","1.351498","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","VALIDATION","MAE","1.022025","0.055568","1.016563","1.027487","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","VALIDATION","rho","-0.115247","0.124027","-0.127438","-0.103055","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","TEST","R2","-0.019925","0.030884","-0.02296","-0.016889","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","TEST","RMSE","1.346802","0.115026","1.335496","1.358109","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","TEST","MAE","1.031331","0.083838","1.02309","1.039572","1.9659","399","True","W50_z_top5"
"COG_V1","T7W50","TEST","rho","-0.113464","0.181947","-0.131349","-0.095579","1.9659","399","True","W50_z_top5"
