subject,lcc_T6W50,z_density_T6W50,z_diameter_T6W50,z_asp_T6W50,y_true,y_pred
CSO-17-11A-JDAMO,-0.2273271522615117,-0.24181269768675598,0.16368486105676652,0.28468477236219997,3,5.5492268601076615
CSO-17-11A-NPAHE,-0.6055606111599906,1.8634729508122112,0.9967992992967785,-2.579218349976029,6,5.245490365609933
CSO-17-11A-RLPAIG,-0.1526497702454622,-0.694736675499108,-0.19372686743088233,1.5161145155187736,1,6.044998278980284
CSO-17-11A-SPUVA,0.5926630652027708,-0.18240961284783702,-0.1838595833394982,0.6844034964748308,2,6.480794442127229
CSO-17-11B-CDBEBU,-0.6906931624231644,1.3692364727579318,-0.6521304666974634,-0.3248395104514372,5,5.2715704098228295
CSO-17-11C-JDAAG,-1.0081637423907674,2.695574038828561,1.0026470976821404,-2.7203196171303414,3,5.539734853626555
CSO-17-11C-MAPAMA,-0.2112543963073642,0.6395154175907114,0.4319719062662927,-1.0965161872906684,2,5.333713816895934
CSO-17-11C-MCAAG,-0.3483473430631637,0.2566741696238026,0.14484138567911217,-0.45749976829252115,3,5.165665520584192
CSO-17-11C-SARJA,-0.16928974973055028,0.959697627798853,0.8849370615583544,-1.7623979574114665,3,5.482944058852153
CSO-18-11A-ADBAHO,-0.8248808876592909,1.3443438976786828,0.9435634602368921,-2.4724397280092134,7,4.560583818884033
CSO-18-11B-YLLRE,-0.5567222793742654,0.837957073007526,-0.19868818295961727,0.19004526884189413,10,5.8425889561525
CSO-18-9B-MAMOLO,-0.3458846805918066,-3.302108706999456,-1.5275315930682711,4.231353883287098,1,4.625825979264528
CSO-8-3A-AIPRBR,0.37031297768660537,0.6322433098389219,0.36218692230978394,-0.7834169600942901,0,6.151323326377984
CSO-8-3A-DAPAVA,0.4308212195866501,-1.2066959474965446,-0.6202501072563644,2.017408859621656,3,6.191281101092359
CSO-8-3A-KVPECO,0.3973458019081976,1.386934211017318,1.0892762336564277,-2.6231924559344564,7,5.82036086728445
CSO-8-4A-ARAGR,-0.34408765660412294,-0.09807609486107809,-0.3288839259868934,1.4069245924141038,10,6.205873991598972
CSO-8-4A-JRAAR,1.247005719419237,0.8916154622372618,0.8008990775637271,-2.4829010559681093,1,6.026616279889079
CSO-9-2A-EXMOCO,0.551880447259758,0.012108747329244565,-0.14352466059042418,0.7693990496749515,5,6.759860660310493
CSO-9-4A-AGAPE,-0.11162466724750866,1.3138479493101007,0.2632617782757978,-0.832750169800087,1,6.202731967175266
CSO-9-4A-DKVIMO,0.768653581482808,0.358135436149957,0.8864773247970101,-1.4953854115659462,3,6.087878007500792
CSO-9-4A-DSMOMU,-0.6140093435976525,0.3937972796813442,0.4008012955820186,-1.151703115839308,7,4.598883192463365
CSO-9-4A-DVGATO,0.09341552457016625,-1.0376518189360195,-0.58546791519825,0.6123523807684125,4,4.6526452478412725
CSO-9-4A-EGCAMO,0.6119841312864702,-0.6175941245432307,0.21705391717256467,-0.3572197206398829,8,5.424221279912884
CSO-9-4A-FAGIGA,-0.015628162719050376,-1.9925164232535826,0.5705440836885917,0.05438601466085657,9,4.186782589013777
CSO-9-4A-GSBRCO,1.0079851116351382,-1.267040238264303,-0.1734409567781373,0.7057977688230651,3,5.843298762052726
CSO-9-4A-KEMOCO,0.9220122627396239,0.4146856323125344,0.23798119202967435,-0.7696752947338146,2,6.375000868984981
CSO-9-4A-LCOMO,-0.5273599528025807,-0.39922681667388554,-0.5938654517562981,0.6226226626002832,3,4.672167518004482
CSO-9-4A-MLORO,0.6071019856782673,0.5435610235304768,0.0442823232107189,-0.29236494296857984,3,6.472577466087846
CSO-9-4A-MPAME,0.5751498788315728,-0.49335905534953517,-0.8737671760613847,1.6266501906490765,10,6.404670914706692
CSO-9-4A-NSARPA,-0.06811596498024038,0.09269689659827368,0.7614341470790876,-1.6257071505804708,3,4.730305004753613
CSO-9-4A-SLOCA,0.6567237934993315,0.43937630070954387,-0.599063925328886,0.6974684945606967,4,6.764501740077649
CSO-9-4A-YVDITR,1.7206025475551108,-0.3450704382019923,-0.7943391773001403,1.5469524615408967,8,7.698142470230838
