subject,z_re_T2W20,z_pe_T2W20,z_l1_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20
CSO-16-11A-JAVABO,0.3602329673332984,0.2024930074086819,-0.3053670675354522,0.2187820937363887,-0.0345855071001239,-0.1830395381885632
CSO-16-11A-JDMUVA,0.7131727006310962,0.3619807360343299,0.0750606660667488,0.1761618754230459,-0.3707112326806242,0.1434378867280323
CSO-16-11A-VZAOR,1.9829989621178497,0.0287823443325444,-0.1501329116403147,0.0376548590137699,-0.5724994622876258,0.4170819710733914
CSO-16-11B-KRORE,1.320442466427861,-0.459956148690441,-0.4832689519272245,-0.5281201961416548,0.2726267919373073,-0.4718341589623491
CSO-16-11B-LLOZA,0.4619857016697024,0.7080093625660848,-0.5281840911670836,0.4117740542531098,-0.0685618705360056,0.3241244253242702
CSO-16-11B-YAROMO,2.10861766250093,0.2800971346624551,-0.2193958749290641,-0.1551459176262435,-0.4172949267194547,0.2907360215254576
CSO-16-9A-JALEMO,2.041865676986392,0.1417473454184939,0.0074854966343015,0.1460389174488036,-0.7049330668130257,0.2941871991128642
CSO-16-9A-JPROSO,0.8763687004554724,0.185381896537514,0.1778095243731124,-0.0553558678585303,-0.4516437075579627,0.506515417756049
CSO-16-9A-JSMAGU,1.843210914027492,-0.0895143089543424,-0.3873946542933633,-0.2823047722036231,-0.1741121173430561,0.1793219550008127
CSO-16-9B-SJPAJI,0.0960746474974374,-0.2728051982112546,-0.0095779006989581,-0.2497941473929781,0.1251476628997166,-0.0001311474897203
CSO-17-10A-YVGOCA,0.6304160950568025,-0.4218467973894616,0.1871160687449139,-0.4238992037473418,-0.0044738100817194,-0.4357123547146027
CSO-17-10B-EHECO,0.3226274396570561,-0.5309177218428278,-0.5249921477809408,-0.5346176829623531,0.665356021420336,-0.3688180245707477
CSO-17-10B-YCQUVE,0.6962252858153778,0.4155172338130747,0.1678951165327685,0.1293004747221766,-0.5378570678361547,0.3595661620680475
CSO-17-11A-DJAPA,0.7391486946826666,0.111453804049361,-0.2154578257453487,-0.2149463757927231,0.0475247390216776,0.1605605908042017
CSO-17-11A-JDAMO,1.398279291984485,-0.6627876303055574,-0.642512406248023,-0.6671479937050183,0.5346432612154063,-0.4232431960026282
CSO-17-11A-NPAHE,1.6729650423388032,0.995452142157825,-0.2631284911634764,0.4941087282395513,-0.8009014942665903,0.6191053595878685
CSO-17-11A-RLPAIG,1.0902252067478715,-0.0149492643155041,0.0204435824146438,-0.2090455613046032,-0.2662294806125988,0.1381206554577248
CSO-17-11A-SPUVA,2.273162462233886,-0.4599887791127207,0.7845556418358951,-0.4869574584667936,-0.9755258663374876,1.736688900313002
CSO-17-11B-CDBEBU,0.6299408911946397,1.3634517222174545,-0.7553279828322709,1.0568416456469838,-0.4981288736627801,0.8216501435363841
CSO-17-11C-JDAAG,0.6060940709298105,0.6945681222674439,-0.5371815218197481,0.4887862285308189,-0.1606637781073893,0.1830226242771208
CSO-17-11C-MAPAMA,1.50287864663382,0.1870224603868762,-0.0263954626189642,0.1772712055054052,-0.5938758495195107,0.3121055726189923
CSO-17-11C-MCAAG,0.8571278726026242,0.5023529450253321,-0.3254658680254083,0.5110195604186542,-0.3739193483492986,0.5351478902926038
CSO-17-11C-SARJA,1.5675136968694374,-0.2620063616746436,-0.5691401547535603,-0.2605332049677099,0.1780284890679594,-0.0008543048432448
CSO-18-11A-ADBAHO,0.5852309604610614,-0.1430861254521786,-0.1511413913456637,-0.1455059348735746,0.0145168188419622,0.0756570111768386
CSO-18-11B-YLLRE,1.13000922024683,0.0978359004372829,-0.4092542596883021,0.014463318990027,-0.1102194701545336,0.2554396982677643
CSO-18-9B-MAMOLO,3.0287157961191453,0.2070746049784854,0.6418238036710773,-0.1034117150184829,-1.574280181021288,1.5770698579645184
CSO-8-3A-DAPAVA,1.7773291016061874,0.0657491708405107,0.4898215687554939,0.0911491650898329,-1.0127688447240284,0.868475807405635
CSO-8-3A-KVPECO,1.7413992947150565,1.646977005515523,-0.1062209594157028,0.9832611183461776,-1.3776906086177003,1.1612552204776183
CSO-8-4A-ARAGR,2.0754400844980485,-0.668156825919919,-0.6829435056429958,-0.6747224977910358,0.3195933108596959,-0.2558915403221439
CSO-8-4A-JRAAR,2.571673673600642,0.0288826993832117,-0.6560452648321393,0.0347731070954802,-0.3086186445119317,0.5207847669694898
CSO-9-2A-EXMOCO,0.6406519430834058,0.0011884929123263,0.0206983905525145,0.0085531625763341,-0.2655991384272059,0.339663943673511
CSO-9-4A-AGAPE,1.8865479717814315,0.485051148746962,0.1188462561417182,0.1271376722329525,-0.7029491376542871,0.402170229803793
CSO-9-4A-DKVIMO,0.5344098304086341,-0.2768063213825305,0.1757969857479663,-0.2668954506341137,-0.0346543895406687,-0.0455975603382621
CSO-9-4A-DSMOMU,0.6063680528310292,0.3384350889091446,-0.1184271392412395,0.3452839958702189,-0.3652346531154026,0.1666830179245349
CSO-9-4A-DVGATO,1.000331552067426,0.4955056897066029,0.2466825503319037,0.4177129740106819,-0.7501745058976655,0.758298581497404
CSO-9-4A-FAGIGA,1.2953251190283008,0.6679756881124521,-0.1423586531085354,0.2472205438694033,-0.6087269799928491,0.1990873974367695
CSO-9-4A-GSBRCO,3.6157961230980384,-0.6987287116584806,0.5177031500804136,-0.7072782189245216,-1.028371320995085,0.7348886601478288
CSO-9-4A-KEMOCO,1.1711538988424155,-0.7257664678417728,0.0802517153284691,-0.730955491265418,0.1605968911741008,0.1726514548393994
CSO-9-4A-LCOMO,2.437338774999526,-0.6890834423031776,0.7476895273052994,-0.7670866739253521,-1.2873942269840342,0.1441486423869278
CSO-9-4A-MLORO,0.5227564816471504,0.3606178826441664,-0.0774875564409257,0.4292959699940671,-0.4737070011864366,-0.0755207190960242
CSO-9-4A-MPAME,0.7946501830864058,0.5810307548163388,2.4086971867635194,0.5542569009146354,-2.5084685179265764,1.8967050450900225
CSO-9-4A-NSARPA,1.0842937266378003,-0.3323706429033127,-0.594735187578766,-0.3262608967732333,0.390274913961895,-0.1858743633906481
CSO-9-4A-SLOCA,1.6168476797990012,0.6148850496529848,1.1394601067538204,0.1179112802147734,-1.4734853903251954,1.0816763306725334
CSO-9-4A-YVDITR,-0.1219603136771554,-0.5116126543047351,-0.0363117377330339,-0.5116126543047351,0.4725901355523992,-0.2498319852906553
