subject,z_pe_T2W20,z_l2_T2W20,z_density_T2W20,z_diameter_T2W20,z_asp_T2W20
CSO-8-4A-JRAAR,0.0288826993832117,0.0347731070954802,-0.3086186445119317,0.5207847669694898,0.6798282707587523
CSO-9-2A-EXMOCO,0.0011884929123263,0.0085531625763341,-0.2655991384272059,0.339663943673511,0.3996928946104497
CSO-9-4A-AGAPE,0.485051148746962,0.1271376722329525,-0.7029491376542871,0.402170229803793,0.3945254106652844
CSO-9-4A-DKVIMO,-0.2768063213825305,-0.2668954506341137,-0.0346543895406687,-0.0455975603382621,-0.0405145234779128
CSO-9-4A-DSMOMU,0.3384350889091446,0.3452839958702189,-0.3652346531154026,0.1666830179245349,0.1641637126876518
CSO-9-4A-DVGATO,0.4955056897066029,0.4177129740106819,-0.7501745058976655,0.758298581497404,0.917041240246924
CSO-9-4A-FAGIGA,0.6679756881124521,0.2472205438694033,-0.6087269799928491,0.1990873974367695,0.3473773035861632
CSO-9-4A-GSBRCO,-0.6987287116584806,-0.7072782189245216,-1.028371320995085,0.7348886601478288,0.852547480635985
CSO-9-4A-KEMOCO,-0.7257664678417728,-0.730955491265418,0.1605968911741008,0.1726514548393994,0.0253806584483099
CSO-9-4A-LCOMO,-0.6890834423031776,-0.7670866739253521,-1.2873942269840342,0.1441486423869278,0.5191883148711048
CSO-9-4A-MLORO,0.3606178826441664,0.4292959699940671,-0.4737070011864366,-0.0755207190960242,0.1658224370406526
CSO-9-4A-MPAME,0.5810307548163388,0.5542569009146354,-2.5084685179265764,1.8967050450900225,2.0707774323719
CSO-9-4A-NSARPA,-0.3323706429033127,-0.3262608967732333,0.390274913961895,-0.1858743633906481,-0.2126061398728514
CSO-9-4A-SLOCA,0.6148850496529848,0.1179112802147734,-1.4734853903251954,1.0816763306725334,1.331415781059783
CSO-9-4A-YVDITR,-0.5116126543047351,-0.5116126543047351,0.4725901355523992,-0.2498319852906553,-0.2591288793215351
