feature,type,task,window_tag,n,r_MOT,p_MOT,r_partial_MOT,p_partial_MOT,r_COG,p_COG,r_partial_COG,p_partial_COG,r_MOT_V4,p_MOT_V4,r_partial_MOT_V4,p_partial_MOT_V4,r_COG_V1,p_COG_V1,r_partial_COG_V1,p_partial_COG_V1,abs_r_MOT,abs_r_partial_MOT,abs_r_COG,abs_r_partial_COG,abs_r_MOT_V4,abs_r_partial_MOT_V4,abs_r_COG_V1,abs_r_partial_COG_V1
density,raw,2,T2W40,222,0.04755483227165649,0.4808413272229998,0.05499336288738793,0.41592295931955336,-0.02598610328117592,0.7001903711461633,0.008583647482210691,0.8990323713033047,0.056670801522110674,0.4007487585579817,0.06338782472168245,0.3482816502868939,-0.06436033612755049,0.3398185052775223,-0.046260759011796514,0.49386019832708017,0.04755483227165649,0.05499336288738793,0.02598610328117592,0.008583647482210691,0.056670801522110674,0.06338782472168245,0.06436033612755049,0.046260759011796514
diameter,raw,2,T2W40,222,-0.05715789790737427,0.39670594223726213,-0.06259079249086875,0.3543884040975787,-0.008019010783038268,0.9054274872605461,-0.03439150764618044,0.6110903617940409,-0.05817981818338054,0.38830400950703875,-0.06300520008971487,0.35120493271472536,0.05854255420619103,0.38534777871889525,0.04518755066249353,0.5039464332943016,0.05715789790737427,0.06259079249086875,0.008019010783038268,0.03439150764618044,0.05817981818338054,0.06300520008971487,0.05854255420619103,0.04518755066249353
asp,raw,2,T2W40,222,-0.0657325413442966,0.3296005952392418,-0.07194781363583601,0.28692282284968906,-0.0036381653452331212,0.9570135580289534,-0.03307830624578014,0.6247782458683604,-0.06199530502433384,0.35789718187501585,-0.06748867072602437,0.3179202435568905,0.07669057238556523,0.25516651889590625,0.06197128430340541,0.35918109010738664,0.0657325413442966,0.07194781363583601,0.0036381653452331212,0.03307830624578014,0.06199530502433384,0.06748867072602437,0.07669057238556523,0.06197128430340541
z_re,z,2,T2W40,222,0.03527845639867677,0.6010907598117625,0.03961633733461142,0.5579901419181069,-0.059156501981969464,0.3803754489452363,-0.039482229935876495,0.5593247609096498,0.0027109867350754617,0.9679617104398368,0.006383258172644852,0.9248257448914472,-0.02600687114127561,0.6999623123057142,-0.014598488618736671,0.8291413652726441,0.03527845639867677,0.03961633733461142,0.059156501981969464,0.039482229935876495,0.0027109867350754617,0.006383258172644852,0.02600687114127561,0.014598488618736671
z_pe,z,2,T2W40,222,0.11118449876822738,0.09845571277216995,0.1121243792152257,0.09638389140138709,0.024398217644365856,0.7177056113480214,0.029265569875628797,0.6652403753802332,0.11024569253749898,0.10134900016994162,0.1110621707193574,0.09960050922313232,-0.013642227545120957,0.839817804205896,-0.01148118230382283,0.8652321280228236,0.11118449876822738,0.1121243792152257,0.024398217644365856,0.029265569875628797,0.11024569253749898,0.1110621707193574,0.013642227545120957,0.01148118230382283
z_l1,z,2,T2W40,222,-0.023179927419631575,0.7312452273116434,-0.014394566832160262,0.8314922229952241,-0.04607030621184795,0.49465756516958215,-0.00013575148656093202,0.9983989287639928,-0.05793791110517155,0.3902831111027447,-0.050993591760758565,0.4506894056819841,0.04163400725876407,0.5371697987346442,0.06904262218510672,0.306879518173333,0.023179927419631575,0.014394566832160262,0.04607030621184795,0.00013575148656093202,0.05793791110517155,0.050993591760758565,0.04163400725876407,0.06904262218510672
z_l2,z,2,T2W40,222,0.10809303671069902,0.10823711277192641,0.11033210872164709,0.10186020149139319,0.011954051052814893,0.8594202668454313,0.022785811675210633,0.7362237541013786,0.09891825050205266,0.14179646734277243,0.10087402101644471,0.13493747408753476,-0.009760402937268379,0.8850194339059146,-0.004146518014943011,0.9511257716932889,0.10809303671069902,0.11033210872164709,0.011954051052814893,0.022785811675210633,0.09891825050205266,0.10087402101644471,0.009760402937268379,0.004146518014943011
z_l3,z,2,T2W40,222,-0.10167957032572719,0.13095259991005664,-0.11041158608566974,0.10161225384068709,-0.040115180644467736,0.5521323215926572,-0.07979128239365516,0.23746748838084084,-0.06518758414341416,0.3336346302901526,-0.07252435454490011,0.2830682759565117,-0.028765098739706167,0.6699191047065941,-0.05006265224612815,0.45900950218630926,0.10167957032572719,0.11041158608566974,0.040115180644467736,0.07979128239365516,0.06518758414341416,0.07252435454490011,0.028765098739706167,0.05006265224612815
z_lsc,z,2,T2W40,222,-0.03743128207155075,0.5790591291853826,-0.043620122060219264,0.5188691684504639,0.07123197306078345,0.29065588727492897,0.04346914888069143,0.5203183860052756,-0.024015058199602052,0.7219546481403788,-0.02937639698637836,0.6640497255038305,0.10174419104394766,0.130706703750663,0.08692105443294094,0.1979951994177034,0.03743128207155075,0.043620122060219264,0.07123197306078345,0.04346914888069143,0.024015058199602052,0.02937639698637836,0.10174419104394766,0.08692105443294094
z_density,z,2,T2W40,222,-0.11410085848265354,0.08988389898733934,-0.12806460307855083,0.057320980215793925,0.0517532069720795,0.4429229827951244,-0.0011023223450701127,0.9869996251075205,-0.07762849665993354,0.24938352706133504,-0.08925922361357869,0.1861517460535616,0.024873121146828693,0.7124512068231688,-0.004557895569123877,0.946283895046138,0.11410085848265354,0.12806460307855083,0.0517532069720795,0.0011023223450701127,0.07762849665993354,0.08925922361357869,0.024873121146828693,0.004557895569123877
z_diameter,z,2,T2W40,222,0.019489604370490392,0.7727522823608776,0.02716794939555469,0.687931027304597,-0.08389070380786706,0.2131012375213439,-0.0489147489244697,0.4693853180579617,0.01090011607436191,0.871702737000432,0.01757006130176195,0.795066981971926,-0.05031932189284051,0.4556787406944442,-0.03049378231306161,0.6520927624670015,0.019489604370490392,0.02716794939555469,0.08389070380786706,0.0489147489244697,0.01090011607436191,0.01757006130176195,0.05031932189284051,0.03049378231306161
z_asp,z,2,T2W40,222,0.013278685836943981,0.8440312164354068,0.022126256992816548,0.7435883309043533,-0.09677730501470239,0.15066549375761246,-0.056568870305983725,0.4026723266343345,0.011260810023473108,0.8674956269382174,0.01904023531375663,0.7783470174137882,-0.054667619757114774,0.41763144601075913,-0.031805056223078235,0.638173654168506,0.013278685836943981,0.022126256992816548,0.09677730501470239,0.056568870305983725,0.011260810023473108,0.01904023531375663,0.054667619757114774,0.031805056223078235
