subject,re_T2W40,lsc_T2W40,y_true,y_pred
CDMS-15-10A-JJMACH,0.2650323895783788,-4.332980928436015,6,10.448308627399529
CDMS-15-10A-MAALCA,1.5653613461424083,-3.520998484279551,13,12.560620028120026
CDMS-15-10A-MAALRI,-3.040130011951688,1.4586278656170015,12,12.934755019922486
CDMS-15-10A-SGOMO,1.5506637184709091,-1.8229040934385559,12,14.244016791289527
CDMS-15-10A-SHEGA,0.20641311204272816,2.213560913424557,13,16.93623119172445
CDMS-15-11B-JEMOLO,0.23060204798683118,-0.6907399042610497,19,14.056119309982952
CDMS-15-11B-VSAHO,-0.8581827858495026,-1.9421459401610401,12,11.715928440246623
CDMS-16-10A-SGALO,2.822861880630008,1.6047903938404509,20,18.94390944072761
CDMS-16-11B-NGABE,4.169783443593835,0.9375022698282318,28,19.623542879679245
CDMS-17-10A-ASSAMO,-1.8367185369556895,-1.1730138577767135,11,11.506524771524768
CDMS-18-7C-VVECA,-1.0620849552067821,-4.133785333618068,5,9.320386877432341
CDMS-8-4A-DJAVDA,-1.4618737409272105,-3.9847215468044506,5,9.069661878525519
CDMS-8-4A-DOSTR,0.2591067598875712,0.22287790777891492,17,14.998241833923666
CDMS-8-4A-LGOPA,0.2539674505647323,0.25676311766583365,12,15.026987734487744
CDMS-8-4C-JDBUTU,1.0200574584804498,0.27440838368591985,7,15.810723008423539
CDMS-9-4A-ACDUTR,-1.782312265868029,-2.5886453682714246,5,10.145299532117711
CDMS-9-4A-CARGA,-1.0648191737653094,1.0441555541944612,8,14.495593546686345
CDMS-9-4A-CRAAG,2.899349282814214,4.728540018938729,32,22.144146468010103
CDMS-9-4A-EROHI,-1.5249761245188083,-3.953244726202051,5,9.03803631553632
CDMS-9-4A-ILOSE,-3.2142141786819134,-2.9120721755589907,7,8.389970812016262
CDMS-9-4A-TGAFR,1.5156715630161284,-1.9982802649430091,6,14.033648464330277
CDMS-9-4C-SCAMO,-2.0379737126717545,-2.9343637201202206,10,9.543919733465184
CDMS-9-5A-ABERO,1.2829438893462994,3.426246722999408,22,19.22544777860285
CDMS-9-5A-VVAAR,0.8884465684939307,0.245658327429141,5,15.650362062180239
CDMS-9-5C-JDMADE,0.3142395295870311,1.4959239067828272,15,16.326420602627028
CDMS-9-5C-LVIZAC,-0.9375524590040154,-0.8709816979392405,6,12.707723009313924
CDMS-9-5C-MLOGO,-0.8719574423729016,-3.6405978533642265,5,10.003701870520054
CDMS-XX-10A-VGILO,-1.0321605961829206,-0.03972405706536963,17,13.444372513008876
CDMS-XX-5C-MPCAQU,-1.3415077571975869,2.113921347037999,24,15.288670756097563
CDMS-XX-6B-SPUCA,-2.2988669170151517,-3.9257231453021935,2,8.29166710393984
CSO-10-4A-KCOMO,-1.4981785906290555,-1.319732931373377,8,11.698345644254738
CSO-10-4A-LRAVI,1.3662415251278712,0.2092925981335307,16,16.091791289518547
CSO-10-4A-LSCAVA,4.230934740572439,-0.8664634265556802,22,17.880728480273945
CSO-10-5A-ACAVA,-1.0651605731171045,-1.7868257293237537,9,11.664270863816318
CSO-10-5A-ARACA,-1.049200645861477,-2.2232585843250425,5,11.243797936070665
CSO-10-5A-DABRZA,-1.2719048851663581,-3.1040499066975196,10,10.140302374393286
CSO-10-5A-GZAMA,2.7876814043085725,4.1198660591479745,20,21.423804629713715
CSO-10-5A-IPECA,3.586664663648071,1.8319322301760963,27,19.93485406008134
CSO-10-5A-JANORO,0.5733709175515823,-0.501771655725054,15,14.587856428083702
CSO-10-5A-JBUVE,1.0180366434299826,-4.611514980771948,9,10.922778828915188
CSO-10-5A-JJSEMO,1.360848750225571,2.0149811655776073,23,17.892087082060343
CSO-10-5A-JLCARI,-2.5019483601226002,2.6220297985533065,24,14.636338604687877
CSO-10-5A-MAARAN,-2.2821412758442343,-2.6970511790300367,7,9.537064711382886
CSO-10-5A-RVMOIB,-3.0770802529231003,2.083089016418488,15,13.522265929752558
CSO-10-5A-SVHEES,-2.954201619444244,1.2104827145889565,10,12.772538261401897
CSO-11-5A-MDVOSPE,-2.2880041211166775,0.6403994814514746,8,12.86865252659196
CSO-11-5A-MTAGA,1.994322912751844,-1.8549782565890032,12,14.655601822419992
CSO-11-6A-CAPAMU,-3.5417350565803787,0.7600631367266395,6,11.73458524640343
CSO-11-6A-DSCACH,-2.2700708252626844,-5.705781333543989,2,6.540405007450465
CSO-11-6A-EROMO,0.4361245930649344,2.5164014534746664,14,17.468783212796758
CSO-11-6A-FSOVRE,0.27028720504988696,1.7886915291561079,15,16.575235900463166
CSO-11-6B-ANREVA,1.6518474805753718,-0.5430416374513465,18,15.625063009381186
CSO-11-6B-DISEMO,-2.445349181395267,-0.047341475613578994,2,12.023566509248326
CSO-11-6B-LHFDLACH,1.1558182889602087,3.7138123207756104,21,19.38588777599299
CSO-11-6B-RJGIHE,-2.327126652898567,-1.6107863575144414,7,10.57834415584416
CSO-11-6B-SFLVA,0.8043538558445252,-1.2582082649262147,22,14.062402757175487
CSO-11-6B-VCOMA,2.7374650300336567,4.199646246091178,28,21.453368442382
CSO-12-6A-DGISE,-1.0992058978564008,-2.65861127405169,7,10.758439994349098
CSO-12-6A-FJOVRE,0.020409971275131396,-0.6635215541594426,8,13.873145583372862
CSO-12-6B-GQULO,-0.6407902586267463,-0.19681681193487352,7,13.678650095695557
CSO-12-6B-LJHEFE,-2.28486727938377,-2.717641169261032,2,9.513748717612357
CSO-12-7A-DALRE,1.9723653446257101,0.9615257019658724,23,17.450148212848745
CSO-12-7A-ESALA,-2.2639920520028753,1.052272528237899,17,13.304537642492171
CSO-12-7A-IMERO,0.4057504555595109,3.7139879029337752,18,18.63599552475047
CSO-12-7A-JHEZA,2.0835690481973086,3.6093673896842593,23,20.20919360413874
CSO-12-7A-LSARAR,2.2090342679475428,1.6118778359191095,20,18.337169270123805
CSO-12-7A-SCAHO,-0.38925635257849983,1.5222942644431519,6,15.649295078121828
CSO-12-7B-DVAGRO,-0.36745437863540353,3.1076638013448177,21,17.256466588966585
CSO-12-7B-SMUGU,-0.6370040896524427,3.6634279887884857,12,17.542681065393218
CSO-12-7B-SSARA,-2.3650355758829846,1.415073839784886,7,13.566295430159062
CSO-12-7B-VHOMA,0.8860323275442433,-0.2793068535460496,22,15.122982640255373
CSO-12-8A-YTOME,3.1368867315075257,1.5673301063456595,29,19.220474004110372
CSO-13-6A-ANASA,-1.7097269895071054,-2.4191519573263705,11,10.387378219423674
CSO-13-6B-JETAVE,2.1729829856350924,4.78588815926374,23,21.475128311155984
CSO-13-6B-LFMIES,1.4395187836806453,1.1696045533972295,23,17.12538050333506
CSO-13-6B-LJMAHU,-1.8311249984497049,3.7695836130446927,24,16.454715780852137
CSO-13-7A-CAPAMU,-0.468068281675448,-2.1762116446499293,15,11.871977239931784
CSO-13-7A-CDDITR,-2.2499971082979595,-2.3280178960806794,11,9.938242161878529
CSO-13-7A-JJATFL,-1.278409522048362,2.0381392211349487,18,15.275986865343768
CSO-13-7A-RXCHLU,-1.0566996090608505,-3.6402442947012448,5,9.819313262495083
CSO-13-7A-YAMEZA,-4.046836086375214,-1.5561493179738406,7,8.913271761908124
CSO-13-8A-KIGAGU,1.5282748650745643,-2.2862290884833216,9,13.758302942848402
CSO-13-8A-MBUAN,0.11473105743166064,0.06345356348023354,8,14.694441787169062
CSO-13-8A-MGAAN,-0.8544265822715921,-0.21049141810095917,25,13.451339165884612
CSO-13-8A-MGAHE,1.1992091728542587,2.5852353646813655,24,18.30070170379281
CSO-13-8A-MJAGA,-3.0891463590060013,0.7613788764657804,5,12.18848968371695
CSO-13-8A-VHODU,0.5995361158728523,3.0168776916773155,17,18.13267097380733
CSO-13-8B-FCJISA,1.9155922781118775,-3.521509683120195,11,12.910339761248855
CSO-13-8B-JEMABE,0.26603684943384637,0.9142394869521077,9,15.696533502643128
CSO-13-9B-DMLLLU,2.2577694291149992,-0.4182444818627786,26,16.355782113509385
CSO-14-7B-EVEGO,-4.3890789311303635,-1.1928471957957807,4,8.934331039331042
CSO-14-8A-AQUMA,-0.49895165365861943,-2.856439434232462,9,11.160866078366082
CSO-14-8A-SZARA,2.5017231756476805,3.0298749004958565,30,20.047855242400704
CSO-14-8B-JLLORA,3.2629829857162282,3.738028395976975,31,21.517268547950373
CSO-14-9A-AEDCAGO,-2.036363815349831,-2.4410756282259602,7,10.03881772268136
CSO-14-9A-HASACA,0.18161079871739336,2.2735711521312596,19,16.971439117105824
CSO-14-9A-JSMAAL,-0.3554369616475707,0.9059059143892417,10,15.066726118998833
CSO-14-9A-MARJA,-1.6619709027995873,-0.42071576829617574,10,12.4335704951614
CSO-14-9A-SORZU,0.33017412484831554,0.30989929749783374,21,15.156330588603312
CSO-14-9B-ERAGA,-2.09552187535742,-0.8154921922475602,6,11.605243098652187
CSO-14-9B-MFEGA,-1.4796321547822842,1.1735082222947202,27,14.210133233769598
CSO-15-10A-LJRAGU,0.34444457418760455,2.2124976779819194,17,17.073199418426693
CSO-15-10A-MAARLO,-2.1979997565879645,2.636421110463873,14,14.954678520133067
CSO-15-10A-SFEGA,-1.6118839190945835,-0.46901632294201956,5,12.43535692422056
CSO-15-10B-MEBUAR,-0.41670979930475033,-2.3761386039982026,16,11.723408762954222
CSO-15-10B-YVBUAN,3.3035677119556124,0.11753326028171558,24,17.93735813849451
CSO-15-10C-SSCAMO,-2.376054168619876,0.5722999378050795,10,12.712502935442368
CSO-15-11C-JETALO,0.9573815075423238,1.6382413446345363,15,17.111880018434032
CSO-15-7B-JCRAGA,0.7339561070572131,-2.7356086775734236,20,12.514604595740964
CSO-15-8A-VBMABR,2.2888363488744674,4.857136381205415,31,21.66222989633705
CSO-15-8B-KEPOGO,-2.062273355131935,-2.8390920362334624,7,9.614891774891772
CSO-15-9B-ALRIHE,0.49147407085259165,-4.148169056865777,8,10.859562180244
CSO-15-9B-AMSAGO,2.61555791567126,4.960388918834607,32,22.09220400076302
CSO-15-9B-JCAPA,-0.717384341026873,2.754042706874659,14,16.552915532104976
CSO-15-9B-KSBEJA,2.5655754125866523,3.4915447091556615,28,20.573377287999485
CSO-15-9B-RMCHLU,-1.6268657800445558,-0.08995783996088341,9,12.799433546251727
CSO-16-10A-MSACO,-0.0563518952924158,-0.19695808347210864,15,14.262947187492644
CSO-16-10A-YKMUJO,0.1217942330484465,0.9638067509616204,15,15.601858150267226
CSO-16-10B-JESUGU,1.864959336714646,-2.8051886083075535,10,13.576027894664257
CSO-16-10B-LTVIFA,3.492715558020336,2.091442575910531,20,20.100415300188022
CSO-16-10B-VVILI,3.0316120865846017,-0.18696050670575187,30,17.360908746136023
CSO-16-10C-ACALGU,0.9594267967558433,3.438275890569028,19,18.913959853582046
CSO-16-10C-MAVAVE,0.1699771264636778,-3.453953475894576,11,11.23228081682627
CSO-16-11A-JAVABO,1.7702481045926621,-1.9681032183568596,16,14.31840205249296
CSO-16-11A-JDMUVA,2.3640615001959886,1.1381193938030807,23,18.01843806025623
CSO-16-11A-VZAOR,-2.307466104968464,-0.7968769232382085,4,11.411914138050506
CSO-16-11B-KRORE,-2.9773973282177257,-1.0330594599663483,8,10.505800378073095
CSO-16-11B-LLOZA,-1.9596758400887804,-1.1491245489388828,9,11.407456777229505
CSO-16-11B-YAROMO,-0.29475436255658366,1.4383723934635686,13,15.659875197164174
CSO-16-9A-JALEMO,-1.12462294804794,-3.4053672696695627,13,9.986266948539672
CSO-16-9A-JPROSO,-2.1944942420458906,-2.8921729603031245,2,9.429589963908139
CSO-16-9A-JSMAGU,-0.6097870231899342,-2.234434964441149,19,11.672035178626098
CSO-16-9B-SJPAJI,0.24773378597797124,-0.32349938992539345,24,14.440491562309749
CSO-17-10A-YVGOCA,3.234268497925561,2.120219121334785,24,19.870744785517513
CSO-17-10B-EHECO,0.7409933946460913,3.379255735830295,15,18.63650629673358
CSO-17-10B-YCQUVE,2.603215620750413,-2.399112843920363,12,14.720359943087205
CSO-17-11A-DJAPA,0.8002914625875575,0.6974404628716359,16,16.013989091716365
CSO-17-11A-JDAMO,-2.919459731227483,-3.139555535515056,6,8.457241899514628
CSO-17-11A-NPAHE,1.1583608279660438,2.624142513250402,17,18.29876050747361
CSO-17-11A-RLPAIG,-4.365011961143903,-1.3436512166102037,4,8.80759398850308
CSO-17-11A-SPUVA,-0.8717672453049345,-3.8840645634814286,6,9.760425357470814
CSO-17-11B-CDBEBU,-0.9864012953479843,1.5106944037319867,13,15.040550274641186
CSO-17-11C-JDAAG,-1.8994874005132447,-2.669112128768108,7,9.94765763697581
CSO-17-11C-MAPAMA,1.6937408141834833,-0.6241905723605108,7,15.585807408080136
CSO-17-11C-MCAAG,1.51428924751862,-1.2513386686589498,12,14.779207745116844
CSO-17-11C-SARJA,-3.2632480898853977,0.06123135491410808,8,11.314240431285883
CSO-18-11A-ADBAHO,0.2631017602311571,-0.6893192019031472,19,14.09003972458518
CSO-18-11B-YLLRE,3.8834037748575305,-0.48006816856738865,22,17.919592772547333
CSO-18-9B-MAMOLO,-1.5060612545830208,-2.098114600729203,10,10.912081310944945
CSO-8-3A-DAPAVA,-2.758083922998207,-0.20423130977158538,9,11.553941933487383
CSO-8-3A-KVPECO,0.6614413408077273,1.0465272023613506,23,16.22422570942624
CSO-8-4A-ARAGR,2.4220202203470556,4.042499018040742,26,20.98077640464499
CSO-9-2A-EXMOCO,0.4912303631184773,3.656860858986294,17,18.664348388361955
CSO-9-4A-AGAPE,-1.8809707674459795,-3.1114172376693023,4,9.523869161141885
CSO-9-4A-DKVIMO,-2.1637411242833307,1.5843497185282902,4,13.936865760502124
CSO-9-4A-DSMOMU,0.045257925414751585,2.0016337123859844,21,16.563148804057896
CSO-9-4A-DVGATO,-0.17769953012085504,-2.011437676970905,9,12.327119959165413
CSO-9-4A-FAGIGA,1.38176045536718,4.889328854116116,26,20.78734647574046
CSO-9-4A-GSBRCO,-1.3871869099944503,-3.5445500542425195,10,9.584520202020203
CSO-9-4A-KEMOCO,-0.225641752765438,-1.2596817764217336,14,13.030933637070001
CSO-9-4A-LCOMO,1.8446777600600694,0.3749540272722604,10,16.735888953589484
CSO-9-4A-MLORO,-0.5918349118015171,-3.7056764548007606,10,10.218745799654895
CSO-9-4A-MPAME,1.1746248255695608,3.4414757766674064,31,19.132357768494128
CSO-9-4A-NSARPA,-2.0458689596003192,-1.9698100474423275,11,10.500578159214525
CSO-9-4A-SLOCA,-0.7240618702819492,-2.408472570888861,8,11.383722725086361
