subject,pe_T2W30,asp_T2W30
CDMS-12-6A-JGIGA,0.2695652173913043,4.046285960818082
CDMS-12-6A-SROAL,0.0816326530612244,3.51994238864598
CDMS-12-6B-IJDAGA,1.5902439024390245,4.097145333612334
CDMS-12-6B-SCLAG,3.065573770491804,3.0385883746653684
CDMS-12-7C-ARAHE,2.0,3.343386876281613
CDMS-12-7C-CATRAR,0.0,3.604734209345193
CDMS-12-7C-DLOLO,1.0212765957446808,4.081972638246556
CDMS-12-7C-JSZAOR,0.7368421052631579,4.114444575734666
CDMS-12-7C-MAROBE,0.0,4.071078663015244
CDMS-12-7C-VMAPA,0.0,3.731039121323706
CDMS-12-7C-VQURA,0.6929824561403509,3.530506046582766
CDMS-13-6B-ASUMO,0.0,2.742690058479532
CDMS-13-6B-JDTAHE,1.2359550561797752,4.252621516075094
CDMS-13-7C-MVEAR,1.9540229885057472,3.925433637703818
CDMS-13-7C-RAIZAC,0.4939759036144578,4.8047735138741725
CDMS-13-7C-SSOSLO,1.6203703703703705,4.626068874082477
CDMS-14-10A-IMORTO,0.56,3.8459364893264207
CDMS-14-10A-JCVANI,0.6746411483253588,3.832481222328114
CDMS-14-6B-KDCAHE,0.3043478260869565,3.2307386967413483
CDMS-15-10A-AMALOS,0.6993464052287581,4.5502160183916365
CDMS-15-10A-JJMACH,0.5585106382978723,4.206106064508007
CDMS-15-10A-MAALCA,1.878787878787879,3.9353872940323256
CDMS-15-10A-MAALRI,0.5,4.709489758475192
CDMS-15-10A-SGOMO,1.56390977443609,3.779955776581265
CDMS-15-10A-SHEGA,1.4204545454545454,3.67644107757756
CDMS-15-11B-JEMOLO,0.1625,4.033758281986257
CDMS-15-11B-VSAHO,0.7142857142857143,4.7626819213608655
CDMS-16-10A-SGALO,0.0,4.32130706341085
CDMS-16-11B-NGABE,0.9710144927536232,4.171667195088745
CDMS-17-10A-ASSAMO,0.0,4.354853339539329
CDMS-18-7C-VVECA,0.1772151898734177,4.484046267576902
CDMS-8-4A-DJAVDA,0.0,3.029217480146273
CDMS-8-4A-DOSTR,0.6428571428571429,3.613732301533053
CDMS-8-4A-LGOPA,0.803030303030303,3.4036144259465946
CDMS-8-4C-JDBUTU,2.1052631578947367,3.119742761538427
CDMS-9-4A-ACDUTR,1.736842105263158,3.229896076620861
CDMS-9-4A-CARGA,0.6601941747572816,3.3771939689827604
CDMS-9-4A-CRAAG,2.92,3.3697947558192545
CDMS-9-4A-EROHI,0.375,4.131732895727461
CDMS-9-4A-ILOSE,0.1854304635761589,3.998183511885765
CDMS-9-4A-TGAFR,0.96875,3.361325841159222
CDMS-9-4C-SCAMO,0.3393939393939394,4.2136326662599455
CDMS-9-5A-ABERO,2.0994475138121547,4.239055327666211
CDMS-9-5A-VVAAR,0.125,4.681119784402393
CDMS-9-5C-JDMADE,0.971291866028708,4.196771478694181
CDMS-9-5C-LVIZAC,1.5260115606936415,4.1591370076300285
CDMS-9-5C-MLOGO,0.8282828282828283,3.732839586222847
CDMS-9-5C-SCAAG,13.0,3.197833800186741
CDMS-XX-10A-VGILO,0.1698113207547169,3.930952758293331
CDMS-XX-5C-MPCAQU,0.8588957055214724,3.8700084990328
CDMS-XX-6B-SPUCA,1.2994011976047903,3.907214230477361
CSO-10-4A-KCOMO,0.3218390804597701,4.242988246487023
CSO-10-4A-LRAVI,1.0,4.173134367645237
CSO-10-4A-LSCAVA,0.5523255813953488,4.669646456787659
CSO-10-5A-ACAVA,0.5833333333333334,4.084430776235603
CSO-10-5A-ARACA,1.391304347826087,3.5199331044773845
CSO-10-5A-DABRZA,2.0119760479041915,3.875611001256348
CSO-10-5A-GZAMA,0.0,3.527611246981284
CSO-10-5A-IPECA,0.2434782608695652,4.15998895328574
CSO-10-5A-JANORO,0.4133333333333333,4.4871719803174015
CSO-10-5A-JBUVE,1.37,4.821777005814763
CSO-10-5A-JJSEMO,1.5625,3.609339233470068
CSO-10-5A-JLCARI,2.315217391304348,4.3179267732842
CSO-10-5A-MAARAN,0.3684210526315789,3.3017373564449923
CSO-10-5A-RVMOIB,0.7049180327868853,4.444476854840862
CSO-10-5A-SVHEES,1.1124260355029585,4.187103647439179
CSO-11-5A-MDVOSPE,1.0,4.068147109353059
CSO-11-5A-MTAGA,0.0,3.907276744859437
CSO-11-6A-CAPAMU,1.041237113402062,3.7859455938909337
CSO-11-6A-DSCACH,0.2676056338028169,4.437389176735391
CSO-11-6A-EROMO,0.538961038961039,4.278417200815724
CSO-11-6A-FSOVRE,1.5378787878787878,4.394043396582922
CSO-11-6B-ANREVA,0.5,3.544600076263796
CSO-11-6B-DISEMO,0.0,4.049960756253662
CSO-11-6B-LHFDLACH,1.3194444444444444,4.784650748149826
CSO-11-6B-RJGIHE,0.0408163265306122,3.710028539930936
CSO-11-6B-SFLVA,1.0444444444444445,4.611510520254481
CSO-11-6B-VCOMA,0.7267441860465116,4.381600503193021
CSO-12-6A-DGISE,1.0,3.979689614352085
CSO-12-6A-FJOVRE,1.5107913669064748,3.950227585804888
CSO-12-6B-GQULO,0.7583892617449665,4.491104360543824
CSO-12-6B-LJHEFE,1.3165829145728642,4.797515889756153
CSO-12-7A-DALRE,0.2647058823529412,2.431465780723657
CSO-12-7A-ESALA,0.0476190476190476,4.486846607881804
CSO-12-7A-IMERO,0.6370370370370371,3.9418856311795394
CSO-12-7A-JHEZA,0.9267015706806284,3.8457096584600974
CSO-12-7A-LSARAR,0.0,5.227928041362824
CSO-12-7A-SCAHO,0.4226190476190476,4.028963001173555
CSO-12-7B-DVAGRO,2.3448275862068964,3.982846692279635
CSO-12-7B-SMUGU,0.382716049382716,3.7731866059690455
CSO-12-7B-SSARA,1.150259067357513,4.330133806937141
CSO-12-7B-VHOMA,1.1523809523809525,4.168839711013624
CSO-12-8A-YTOME,2.019230769230769,4.034978502179039
CSO-13-6A-ANASA,0.3735632183908046,4.397376910099451
CSO-13-6B-JETAVE,1.4090909090909092,3.7991784307854273
CSO-13-6B-LFMIES,0.8260869565217391,4.256943304542548
CSO-13-6B-LJMAHU,1.6585365853658536,4.128998776644588
CSO-13-7A-CAPAMU,1.0384615384615383,3.764721266958901
CSO-13-7A-CDDITR,0.875,3.3013512798223896
CSO-13-7A-JJATFL,0.28125,3.835089050442311
CSO-13-7A-KRAMA,1.0,4.384323828345567
CSO-13-7A-RXCHLU,1.7047619047619047,3.392272929709597
CSO-13-7A-YAMEZA,0.5364431486880467,4.22759927423729
CSO-13-8A-KIGAGU,0.8351648351648352,4.845576693335136
CSO-13-8A-MBUAN,0.0,4.375773199132883
CSO-13-8A-MGAAN,0.2295081967213114,4.512415816228951
CSO-13-8A-MGAHE,1.49468085106383,3.36902871655624
CSO-13-8A-MJAGA,1.3766233766233766,3.8321888742996
CSO-13-8A-VHODU,0.6423357664233577,3.827871241758445
CSO-13-8B-FCJISA,0.3888888888888889,4.189921689957922
CSO-13-8B-JEMABE,2.1219512195121952,3.26931023264681
CSO-13-9B-DMLLLU,0.6153846153846154,3.8072658012084575
CSO-14-7B-EVEGO,0.4076433121019108,4.694032346603081
CSO-14-8A-AQUMA,0.3300970873786408,4.027621696597372
CSO-14-8A-SZARA,1.7246376811594204,3.556557267706407
CSO-14-8B-JLLORA,0.0,3.9785402332639097
CSO-14-9A-AEDCAGO,0.4333333333333333,4.184208138771983
CSO-14-9A-HASACA,0.0884955752212389,4.03811645478125
CSO-14-9A-JSMAAL,0.345679012345679,4.239171671693354
CSO-14-9A-MARJA,0.0,4.6593192329127975
CSO-14-9A-SORZU,0.6559139784946236,3.3482830961133296
CSO-14-9B-ERAGA,0.2247191011235955,3.654277129293456
CSO-14-9B-MFEGA,1.3983050847457628,4.017416614917488
CSO-15-10A-LJRAGU,1.1578947368421053,4.176652280548565
CSO-15-10A-MAARLO,0.8484848484848485,4.203995807517305
CSO-15-10A-SFEGA,0.0,5.259244085222346
CSO-15-10B-MEBUAR,0.5,4.114418446388119
CSO-15-10B-YVBUAN,0.4615384615384615,4.03170611996699
CSO-15-10C-ALBAHO,0.0,5.119658119658119
CSO-15-10C-SSCAMO,0.0,4.399941890529073
CSO-15-11C-JETALO,1.78125,4.097732214957784
CSO-15-7B-JCRAGA,0.0,3.708423856068784
CSO-15-8A-VBMABR,0.6292134831460674,3.409739272717444
CSO-15-8B-KEPOGO,0.6807228915662651,3.994140853259984
CSO-15-9B-ALRIHE,0.1866666666666666,4.170350110957144
CSO-15-9B-AMSAGO,0.3658536585365853,4.804248709540333
CSO-15-9B-JCAPA,0.6774193548387096,3.958725117339158
CSO-15-9B-KSBEJA,0.0505050505050505,3.585685760073805
CSO-15-9B-RMCHLU,0.6145833333333334,3.719467229630273
CSO-16-10A-JEGAHE,0.0,3.1455882352941176
CSO-16-10A-MSACO,0.0,4.626997122959856
CSO-16-10A-YKMUJO,1.55,3.3168270478567963
CSO-16-10B-JESUGU,0.0,3.90133478291581
CSO-16-10B-LTVIFA,0.5416666666666666,4.552200702209761
CSO-16-10B-VVILI,0.5042016806722689,4.466847784889437
CSO-16-10C-ACALGU,0.650887573964497,3.764780959938773
CSO-16-10C-MAVAVE,0.4396551724137931,4.002142093062248
CSO-16-11A-JAVABO,0.7692307692307693,3.808291657060888
CSO-16-11A-JDMUVA,0.7397260273972602,4.35956193862388
CSO-16-11A-VZAOR,0.4590163934426229,4.94388020005801
CSO-16-11B-KRORE,0.3189655172413793,3.864595692718592
CSO-16-11B-LLOZA,1.2987012987012987,4.600698514104277
CSO-16-11B-YAROMO,1.0464135021097047,4.271082736454339
CSO-16-9A-JALEMO,0.4619289340101523,4.613082818590399
CSO-16-9A-JPROSO,0.8539823008849557,4.45845161013576
CSO-16-9A-JSMAGU,0.7096774193548387,3.864938826257596
CSO-16-9B-SJPAJI,0.6666666666666666,3.010288980025822
CSO-17-10A-YVGOCA,0.0,4.614369501341015
CSO-17-10B-EHECO,0.0,3.908693347168924
CSO-17-10B-YCQUVE,1.3522012578616351,4.26461557527547
CSO-17-11A-DJAPA,1.2954545454545454,3.246754861122037
CSO-17-11A-JDAMO,0.0,3.377128980425772
CSO-17-11A-NPAHE,2.2222222222222223,3.9228497109392095
CSO-17-11A-RLPAIG,0.8913043478260869,3.592715172859613
CSO-17-11A-SPUVA,0.265625,4.997506873648535
CSO-17-11B-CDBEBU,2.676056338028169,4.685535514877454
CSO-17-11C-JDAAG,1.176923076923077,4.244653040356086
CSO-17-11C-MAPAMA,0.6122448979591837,4.157480750576534
CSO-17-11C-MCAAG,0.7070707070707071,5.198957191697206
CSO-17-11C-SARJA,0.2589285714285714,4.502122555557297
CSO-18-11A-ADBAHO,0.24,4.254766909901693
CSO-18-11B-YLLRE,0.7025862068965517,4.581420232542225
CSO-18-9B-MAMOLO,1.3657817109144543,4.242320520245824
CSO-8-3A-DAPAVA,0.7772511848341233,4.498370319936591
CSO-8-3A-KVPECO,2.6956521739130435,4.349020256432454
CSO-8-4A-ARAGR,0.0,3.5963516085686624
CSO-8-4A-JRAAR,1.0,3.702577068550185
CSO-9-2A-EXMOCO,0.4369747899159664,4.673884354238883
CSO-9-4A-AGAPE,1.0069444444444444,4.641000222534346
CSO-9-4A-DKVIMO,0.4745762711864407,3.4222124729090333
CSO-9-4A-DSMOMU,0.8429752066115702,4.196474747620993
CSO-9-4A-DVGATO,1.445945945945946,4.228507600656107
CSO-9-4A-FAGIGA,1.7816091954022988,3.9346090080293408
CSO-9-4A-GSBRCO,0.0377358490566037,4.134770679814071
CSO-9-4A-KEMOCO,0.0,3.661185157206417
CSO-9-4A-LCOMO,0.6595744680851063,2.399764928511388
CSO-9-4A-MLORO,1.8333333333333333,3.0201638832443782
CSO-9-4A-MPAME,1.1290322580645162,4.441299810152692
CSO-9-4A-NSARPA,0.42,4.019880195167152
CSO-9-4A-SLOCA,2.5,3.34059307370638
CSO-9-4A-YVDITR,0.0,4.397435897435898
